Item,condition,Sentence,Response,part of speech,interpretation,note
123,MVR,+ + + The new chef offered the restaurant ...,fish,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,manager,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,meetings,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,three,ungram,NA,
123,MVR,+ + + The new chef offered the restaurant ...,special,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,help,VP(ungram),NA,
123,MVR,+ + + The new chef offered the restaurant ...,hope,VP(ungram),NA,
123,MVR,+ + + The new chef offered the restaurant ...,meals,compound,ambig,
123,MVR,+ + + The new chef offered the restaurant ...,ffered,ungram,NA,
123,MVR,+ + + The new chef offered the restaurant ...,new recipes,DO,main verb,
123,MVR,+ + + The new chef offered the restaurant ...,joyful,ungram,NA,
124,MVR,+ + + The apprentice baker assigned the oven ...,to chef,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,cleaner,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,to the new baker,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,shelf,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,number,DO,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,baked,VP,reduced relative,
124,MVR,+ + + The apprentice baker assigned the oven ...,cake,ungram,NA,
124,MVR,+ + + The apprentice baker assigned the oven ...,to the baker,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,to himself,PP,main verb,
124,MVR,+ + + The apprentice baker assigned the oven ...,duty,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,near,PP,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,accordingly,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,that was hard to use,relative clause,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,too,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,to bake,CP,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,promptly,adv,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,manager,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,and,compound,ambig,
124,MVR,+ + + The apprentice baker assigned the oven ...,correctly,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,unknowingly,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,right,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,express,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,copy,compound,ambig,
101,MVR,+ + + The suspect sent the file ...,the suspect send the file,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,to his lawyer,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,hidden,relative clause,ambig,
101,MVR,+ + + The suspect sent the file ...,to my email,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,to his her lawyer,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,up in flames,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,outside,adv,main verb,
101,MVR,+ + + The suspect sent the file ...,out,adv,ambig,
101,MVR,+ + + The suspect sent the file ...,anonymous,ungram,NA,
101,MVR,+ + + The suspect sent the file ...,to recheck,CP,ambig,
101,MVR,+ + + The suspect sent the file ...,to police officer,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,to their lawyer,PP,main verb,
101,MVR,+ + + The suspect sent the file ...,to his boss at the office,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,towards,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,to the employe,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,to me,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,wrongly,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,to people,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,without,PP,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,fast,adv,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,payment,compound,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,under,PP,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,to a man,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,on time,PP,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,to politicans,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,to the minister,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,ate,VP,reduced relative,
102,MVR,+ + + The corrupt politician handed the bill ...,to him,PP,main verb,
102,MVR,+ + + The corrupt politician handed the bill ...,enquiry,compound,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,of his taxes,PP,ambig,
102,MVR,+ + + The corrupt politician handed the bill ...,passed,VP,reduced relative,amb
102,MVR,+ + + The corrupt politician handed the bill ...,to officer,PP,main verb,
103,MVR,+ + + The woman brought the mail ...,into,PP,main verb,
103,MVR,+ + + The woman brought the mail ...,open,ungram,NA,
103,MVR,+ + + The woman brought the mail ...,through,PP,ambig,
103,MVR,+ + + The woman brought the mail ...,from it,PP,main verb,
103,MVR,+ + + The woman brought the mail ...,wrongly,adv,ambig,
103,MVR,+ + + The woman brought the mail ...,to me,PP,main verb,
103,MVR,+ + + The woman brought the mail ...,to the office,PP,main verb,
103,MVR,+ + + The woman brought the mail ...,the woman brought,ungram,NA,
103,MVR,+ + + The woman brought the mail ...,and check,compound,ambig,
103,MVR,+ + + The woman brought the mail ...,for work,PP,ambig,
104,MVR,+ + + The boy fed the chicken ...,watched,VP,reduced relative,
104,MVR,+ + + The boy fed the chicken ...,soup,compound,ambig,
104,MVR,+ + + The boy fed the chicken ...,yesterday,adv,ambig,
104,MVR,+ + + The boy fed the chicken ...,to grow fast,CP,main verb,
104,MVR,+ + + The boy fed the chicken ...,dog,ungram,NA,
104,MVR,+ + + The boy fed the chicken ...,enabled,VP,reduced relative,
104,MVR,+ + + The boy fed the chicken ...,with corn,PP,main verb,
104,MVR,+ + + The boy fed the chicken ...,fatty,ungram,NA,
104,MVR,+ + + The boy fed the chicken ...,chicken,ungram,NA,
104,MVR,+ + + The boy fed the chicken ...,quickly,adv,ambig,
104,MVR,+ + + The boy fed the chicken ...,with the millets,PP,main verb,
104,MVR,+ + + The boy fed the chicken ...,at time,PP,ambig,
104,MVR,+ + + The boy fed the chicken ...,with seeds,PP,main verb,
104,MVR,+ + + The boy fed the chicken ...,with,PP,ambig,
104,MVR,+ + + The boy fed the chicken ...,for their dog,PP,main verb,
104,MVR,+ + + The boy fed the chicken ...,fully,adv,ambig,
104,MVR,+ + + The boy fed the chicken ...,to al her family members,PP,main verb,
105,MVR,+ + + The new doctor offered the operation ...,pretty,adv,ambig,
105,MVR,+ + + The new doctor offered the operation ...,for patient,PP,main verb,
105,MVR,+ + + The new doctor offered the operation ...,manager,compound,ambig,
105,MVR,+ + + The new doctor offered the operation ...,well quality,ungram,NA,
105,MVR,+ + + The new doctor offered the operation ...,again,adv,ambig,
105,MVR,+ + + The new doctor offered the operation ...,theatre,ungram,NA,
105,MVR,+ + + The new doctor offered the operation ...,fees,compound,ambig,
105,MVR,+ + + The new doctor offered the operation ...,team,compound,ambig,
105,MVR,+ + + The new doctor offered the operation ...,charitably,adv,ambig,
105,MVR,+ + + The new doctor offered the operation ...,soon,adv,ambig,
105,MVR,+ + + The new doctor offered the operation ...,meditation class,compound,ambig,
105,MVR,+ + + The new doctor offered the operation ...,50,ungram,NA,
105,MVR,+ + + The new doctor offered the operation ...,at discount,PP,ambig,
105,MVR,+ + + The new doctor offered the operation ...,option,compound,ambig,
105,MVR,+ + + The new doctor offered the operation ...,because he was panic for the opration,conj,main verb,
105,MVR,+ + + The new doctor offered the operation ...,free for poor people,PP,main verb,
106,MVR,+ + + The professor awarded the grant ...,memory,compound,ambig,
106,MVR,+ + + The professor awarded the grant ...,memorial,compound,ambig,
106,MVR,+ + + The professor awarded the grant ...,prize,compound,ambig,
106,MVR,+ + + The professor awarded the grant ...,professor,ungram,NA,
106,MVR,+ + + The professor awarded the grant ...,student,ungram,NA,
106,MVR,+ + + The professor awarded the grant ...,program,compound,ambig,
106,MVR,+ + + The professor awarded the grant ...,immediately,adv,ambig,
106,MVR,+ + + The professor awarded the grant ...,a gift,ungram,NA,
106,MVR,+ + + The professor awarded the grant ...,to the top student,PP,main verb,
106,MVR,+ + + The professor awarded the grant ...,quickly,adv,ambig,
106,MVR,+ + + The professor awarded the grant ...,the professor awarded,PP,main verb,
106,MVR,+ + + The professor awarded the grant ...,ceremony,compound,ambig,
107,MVR,+ + + The technician refused the service ...,repair,compound,ambig,
107,MVR,+ + + The technician refused the service ...,rudely,adv,ambig,
107,MVR,+ + + The technician refused the service ...,hastily,adv,ambig,
107,MVR,+ + + The technician refused the service ...,order,compound,ambig,
107,MVR,+ + + The technician refused the service ...,because he will not pay,conj,main verb,
107,MVR,+ + + The technician refused the service ...,to the client,PP,main verb,
107,MVR,+ + + The technician refused the service ...,instantly,adv,ambig,
107,MVR,+ + + The technician refused the service ...,to his car,PP,main verb,
107,MVR,+ + + The technician refused the service ...,adequately,adv,ambig,
107,MVR,+ + + The technician refused the service ...,because the customer was rude,conj,main verb,
107,MVR,+ + + The technician refused the service ...,the equipment,ungram,NA,
107,MVR,+ + + The technician refused the service ...,estimate,compound,ambig,
107,MVR,+ + + The technician refused the service ...,to consumer,PP,main verb,
107,MVR,+ + + The technician refused the service ...,from service provider,PP,ambig,
107,MVR,+ + + The technician refused the service ...,becuase they have more work to do,conj,main verb,
107,MVR,+ + + The technician refused the service ...,again,adv,ambig,
107,MVR,+ + + The technician refused the service ...,for,PP,ambig,
107,MVR,+ + + The technician refused the service ...,directly,adv,ambig,
107,MVR,+ + + The technician refused the service ...,becasue it is taking too time,conj,main verb,
108,MVR,+ + + The mechanic brought the truck ...,with him,PP,main verb,
108,MVR,+ + + The mechanic brought the truck ...,driver,compound,ambig,
108,MVR,+ + + The mechanic brought the truck ...,here,adv,main verb,
108,MVR,+ + + The mechanic brought the truck ...,moved,VP,reduced relative,
108,MVR,+ + + The mechanic brought the truck ...,wheel,compound,ambig,
108,MVR,+ + + The mechanic brought the truck ...,yesterday,adv,ambig,
108,MVR,+ + + The mechanic brought the truck ...,wheels,compound,ambig,
108,MVR,+ + + The mechanic brought the truck ...,faslty,ungram,NA,
108,MVR,+ + + The mechanic brought the truck ...,to reapir,CP,ambig,
108,MVR,+ + + The mechanic brought the truck ...,not load,ungram,NA,
108,MVR,+ + + The mechanic brought the truck ...,last year,adv,ambig,
108,MVR,+ + + The mechanic brought the truck ...,with his own money,ungram,NA,
108,MVR,+ + + The mechanic brought the truck ...,for repair,PP,ambig,
108,MVR,+ + + The mechanic brought the truck ...,5 years ago,adv,ambig,
108,MVR,+ + + The mechanic brought the truck ...,garaje,ungram,NA,
108,MVR,+ + + The mechanic brought the truck ...,repair,compound,ambig,
108,MVR,+ + + The mechanic brought the truck ...,to take his things and travell to another place,CP,main verb,
108,MVR,+ + + The mechanic brought the truck ...,screw,compound,ambig,
108,MVR,+ + + The mechanic brought the truck ...,for working,PP,ambig,
109,MVR,+ + + The guitarist assigned the song ...,well,adv,ambig,
109,MVR,+ + + The guitarist assigned the song ...,enthusiastically,adv,ambig,
109,MVR,+ + + The guitarist assigned the song ...,choice,compound,ambig,
109,MVR,+ + + The guitarist assigned the song ...,chronologically,adv,ambig,
109,MVR,+ + + The guitarist assigned the song ...,was very nice,VP,reduced relative,
109,MVR,+ + + The guitarist assigned the song ...,melody,compound,ambig,
109,MVR,+ + + The guitarist assigned the song ...,to the lead singer,PP,main verb,
109,MVR,+ + + The guitarist assigned the song ...,rhythmically,adv,ambig,
109,MVR,+ + + The guitarist assigned the song ...,to the famous singer,PP,main verb,
109,MVR,+ + + The guitarist assigned the song ...,to the new guy,PP,main verb,
109,MVR,+ + + The guitarist assigned the song ...,chord,compound,ambig,
109,MVR,+ + + The guitarist assigned the song ...,the guitar song,ungram,NA,
109,MVR,+ + + The guitarist assigned the song ...,was make me feel better,ungram,NA,
110,MVR,+ + + The athlete paid the bonus ...,coach,ungram,NA,
110,MVR,+ + + The athlete paid the bonus ...,forward,adv,ambig,
110,MVR,+ + + The athlete paid the bonus ...,opportunity,compound,ambig,
110,MVR,+ + + The athlete paid the bonus ...,the athelet paid the bonus,ungram,NA,
110,MVR,+ + + The athlete paid the bonus ...,to join the sports competition,CP,ambig,
110,MVR,+ + + The athlete paid the bonus ...,to his trainer,PP,main verb,
110,MVR,+ + + The athlete paid the bonus ...,for my success,PP,ambig,
110,MVR,+ + + The athlete paid the bonus ...,walker,ungram,NA,
110,MVR,+ + + The athlete paid the bonus ...,to beable to play,CP,ambig,
110,MVR,+ + + The athlete paid the bonus ...,away,adv,main verb,
110,MVR,+ + + The athlete paid the bonus ...,fast,adv,ambig,
110,MVR,+ + + The athlete paid the bonus ...,out,adv,ambig,
110,MVR,+ + + The athlete paid the bonus ...,award,compound,ambig,
110,MVR,+ + + The athlete paid the bonus ...,through cash,PP,ambig,
110,MVR,+ + + The athlete paid the bonus ...,points,compound,ambig,
110,MVR,+ + + The athlete paid the bonus ...,to the trainer,PP,main verb,
110,MVR,+ + + The athlete paid the bonus ...,foe their beautifull work,PP,ambig,
110,MVR,+ + + The athlete paid the bonus ...,today,adv,ambig,
110,MVR,+ + + The athlete paid the bonus ...,to others,PP,main verb,
110,MVR,+ + + The athlete paid the bonus ...,reward because of his skills,PP,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,eagerly,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,of,PP,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,news,compound,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,for him,PP,main verb,
111,MVR,+ + + The nurturing journalist offered the job ...,for canditate,PP,main verb,
111,MVR,+ + + The nurturing journalist offered the job ...,to another,PP,main verb,
111,MVR,+ + + The nurturing journalist offered the job ...,willingly,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,today,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,to a student,PP,main verb,
111,MVR,+ + + The nurturing journalist offered the job ...,specifically,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,friendly,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,to help them,CP,main verb,
111,MVR,+ + + The nurturing journalist offered the job ...,with good salary,PP,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,now,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,very well,adv,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,supervisor,compound,ambig,
111,MVR,+ + + The nurturing journalist offered the job ...,candidated,ungram,NA,
111,MVR,+ + + The nurturing journalist offered the job ...,to everone,PP,main verb,
111,MVR,+ + + The nurturing journalist offered the job ...,for poor people,PP,main verb,
112,MVR,+ + + The assistant manager assigned the training ...,time,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,guides,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,worker,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,for trainers and beginners,PP,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,people,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,coach,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,to my group,PP,main verb,
112,MVR,+ + + The assistant manager assigned the training ...,fairly,adv,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,to the capable employee,PP,main verb,
112,MVR,+ + + The assistant manager assigned the training ...,regime,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,packet,compound,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,at,PP,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,the manager assigned,relative clause,ambig,
112,MVR,+ + + The assistant manager assigned the training ...,and assumed  long period,conj,main verb,
112,MVR,+ + + The assistant manager assigned the training ...,for work,PP,ambig,
113,MVR,+ + + The mayor sent the document ...,again,adv,ambig,
113,MVR,+ + + The mayor sent the document ...,copy,compound,ambig,
113,MVR,+ + + The mayor sent the document ...,to the  officials,PP,main verb,
113,MVR,+ + + The mayor sent the document ...,to the officer,PP,main verb,
113,MVR,+ + + The mayor sent the document ...,jury,ungram,NA,
113,MVR,+ + + The mayor sent the document ...,to court,PP,main verb,
113,MVR,+ + + The mayor sent the document ...,address,compound,ambig,
113,MVR,+ + + The mayor sent the document ...,to the president,PP,main verb,
113,MVR,+ + + The mayor sent the document ...,to print,CP,ambig,
113,MVR,+ + + The mayor sent the document ...,off,adv,main verb,
113,MVR,+ + + The mayor sent the document ...,to the lawyers,PP,main verb,
113,MVR,+ + + The mayor sent the document ...,clearly,adv,ambig,
113,MVR,+ + + The mayor sent the document ...,corrected,VP,reduced relative,amb
113,MVR,+ + + The mayor sent the document ...,to the,PP,main verb,
113,MVR,+ + + The mayor sent the document ...,today,adv,ambig,
113,MVR,+ + + The mayor sent the document ...,fastly,adv,ambig,
113,MVR,+ + + The mayor sent the document ...,to his employee,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,very,adv,ambig,
114,MVR,+ + + The millionaire handed the lease ...,to his friend,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,amount,compound,ambig,
114,MVR,+ + + The millionaire handed the lease ...,to another,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,place,compound,ambig,
114,MVR,+ + + The millionaire handed the lease ...,yesterday,adv,ambig,
114,MVR,+ + + The millionaire handed the lease ...,to other contractor,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,apartment,compound,ambig,
114,MVR,+ + + The millionaire handed the lease ...,to the lawyer,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,property,compound,ambig,
114,MVR,+ + + The millionaire handed the lease ...,to poor,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,to poor man,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,to another gentleman,PP,main verb,
114,MVR,+ + + The millionaire handed the lease ...,manage,VP(ungram),NA,
114,MVR,+ + + The millionaire handed the lease ...,the bad whave to the city,ungram,NA,
114,MVR,+ + + The millionaire handed the lease ...,to him,PP,main verb,
115,MVR,+ + + The engineer brought the equipment ...,here,adv,ambig,
115,MVR,+ + + The engineer brought the equipment ...,daily,adv,ambig,
115,MVR,+ + + The engineer brought the equipment ...,cart,compound,ambig,
115,MVR,+ + + The engineer brought the equipment ...,for execution of plan,PP,ambig,
115,MVR,+ + + The engineer brought the equipment ...,bag,compound,ambig,
115,MVR,+ + + The engineer brought the equipment ...,for office,PP,ambig,
115,MVR,+ + + The engineer brought the equipment ...,needed for the work,relative clause,ambig,
115,MVR,+ + + The engineer brought the equipment ...,on time,PP,ambig,
115,MVR,+ + + The engineer brought the equipment ...,to his lab,PP,main verb,
115,MVR,+ + + The engineer brought the equipment ...,on,PP,ambig,
115,MVR,+ + + The engineer brought the equipment ...,upstairs,adv,main verb,
115,MVR,+ + + The engineer brought the equipment ...,the engineer bought the equipment,ungram,NA,
115,MVR,+ + + The engineer brought the equipment ...,and the tool kit,compound,ambig,
115,MVR,+ + + The engineer brought the equipment ...,for his work,PP,ambig,
116,MVR,+ + + The little girl fed the lamb ...,grains,DO,main verb,
116,MVR,+ + + The little girl fed the lamb ...,seed,DO,main verb,
116,MVR,+ + + The little girl fed the lamb ...,carrot,DO,main verb,
116,MVR,+ + + The little girl fed the lamb ...,today morning,adv,ambig,
116,MVR,+ + + The little girl fed the lamb ...,is so melted,ungram,NA,
116,MVR,+ + + The little girl fed the lamb ...,boy,ungram,NA,
116,MVR,+ + + The little girl fed the lamb ...,slowly,adv,ambig,
116,MVR,+ + + The little girl fed the lamb ...,lunch,compound,reduced relative,
116,MVR,+ + + The little girl fed the lamb ...,grasses,DO,main verb,
116,MVR,+ + + The little girl fed the lamb ...,cabbage,DO,main verb,
116,MVR,+ + + The little girl fed the lamb ...,cheese,compound,reduced relative,
116,MVR,+ + + The little girl fed the lamb ...,grain,DO,main verb,
116,MVR,+ + + The little girl fed the lamb ...,with grass,PP,main verb,
116,MVR,+ + + The little girl fed the lamb ...,on time,PP,ambig,
116,MVR,+ + + The little girl fed the lamb ...,with fruit,PP,main verb,
116,MVR,+ + + The little girl fed the lamb ...,with,PP,ambig,
116,MVR,+ + + The little girl fed the lamb ...,to host the function,ungram,NA,
116,MVR,+ + + The little girl fed the lamb ...,at the meeting,PP,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,eagerly,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,free,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,of him,PP,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,here,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,lined,VP,reduced relative,
117,MVR,+ + + The yoga instructor offered the position ...,to smith,PP,main verb,
117,MVR,+ + + The yoga instructor offered the position ...,higher,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,well,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,rope,ungram,NA,
117,MVR,+ + + The yoga instructor offered the position ...,better,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,leader,compound,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,yesterday,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,to a student,PP,main verb,
117,MVR,+ + + The yoga instructor offered the position ...,was difficult,VP,reduced relative,
117,MVR,+ + + The yoga instructor offered the position ...,to someone,PP,main verb,
117,MVR,+ + + The yoga instructor offered the position ...,to learn,CP,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,frequently,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,sheershasana,ungram,NA,
117,MVR,+ + + The yoga instructor offered the position ...,to relax,CP,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,stretch,ungram,NA,
117,MVR,+ + + The yoga instructor offered the position ...,again,adv,ambig,
117,MVR,+ + + The yoga instructor offered the position ...,the intruction to the students to write the exam,ungram,NA,
117,MVR,+ + + The yoga instructor offered the position ...,diet,ungram,NA,
117,MVR,+ + + The yoga instructor offered the position ...,for students,PP,main verb,
118,MVR,+ + + The governor awarded the contract ...,points,compound,ambig,
118,MVR,+ + + The governor awarded the contract ...,for better future,PP,ambig,
118,MVR,+ + + The governor awarded the contract ...,award,compound,ambig,
118,MVR,+ + + The governor awarded the contract ...,dealer,compound,main verb,
118,MVR,+ + + The governor awarded the contract ...,files,compound,ambig,
118,MVR,+ + + The governor awarded the contract ...,to my uncle,PP,main verb,
118,MVR,+ + + The governor awarded the contract ...,to him,PP,main verb,
118,MVR,+ + + The governor awarded the contract ...,to the famous architect,PP,main verb,
118,MVR,+ + + The governor awarded the contract ...,later,adv,ambig,
118,MVR,+ + + The governor awarded the contract ...,the government awarded,PP,main verb,
118,MVR,+ + + The governor awarded the contract ...,partner,compound,main verb,
118,MVR,+ + + The governor awarded the contract ...,deal,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,service,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,plam,ungram,NA,
119,MVR,+ + + The patient refused the treatment ...,strategies,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,unwisely,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,method,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,because of afride,ungram,NA,
119,MVR,+ + + The patient refused the treatment ...,because she was very afraid,conj,main verb,
119,MVR,+ + + The patient refused the treatment ...,get,VP(ungram),NA,
119,MVR,+ + + The patient refused the treatment ...,alltogether,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,here,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,bluntly,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,that was needed,relative clause,ambig,
119,MVR,+ + + The patient refused the treatment ...,completely,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,process,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,due,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,unfortunately,adv,ambig,
119,MVR,+ + + The patient refused the treatment ...,to be done for him,CP,main verb,
119,MVR,+ + + The patient refused the treatment ...,by fear,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,because of pain,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,with,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,to do with the doctor,CP,main verb,
119,MVR,+ + + The patient refused the treatment ...,and,compound,ambig,
119,MVR,+ + + The patient refused the treatment ...,because of fear,PP,ambig,
119,MVR,+ + + The patient refused the treatment ...,becasue he was too scary,conj,main verb,
120,MVR,+ + + The operator brought the machine ...,closer,adv,main verb,
120,MVR,+ + + The operator brought the machine ...,along,adv,main verb,
120,MVR,+ + + The operator brought the machine ...,for working,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,operator,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,successfull,ungram,NA,
120,MVR,+ + + The operator brought the machine ...,from the factory,PP,main verb,
120,MVR,+ + + The operator brought the machine ...,forward,adv,main verb,
120,MVR,+ + + The operator brought the machine ...,service,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,yesterday,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,equipment,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,last week,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,from the store,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,last month,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,individually,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,for repair,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,for office,PP,ambig,
120,MVR,+ + + The operator brought the machine ...,here,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,carefully,adv,ambig,
120,MVR,+ + + The operator brought the machine ...,handle,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,gun,compound,ambig,
120,MVR,+ + + The operator brought the machine ...,good,ungram,NA,
121,MVR,+ + + The dancer assigned the ballet ...,solo,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,peformance,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,schedule,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,group,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,drowns,VP,reduced relative,
121,MVR,+ + + The dancer assigned the ballet ...,stage,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,lead,VP(ungram),NA,
121,MVR,+ + + The dancer assigned the ballet ...,show,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,the script,ungram,NA,
121,MVR,+ + + The dancer assigned the ballet ...,part to the top  performing student,PP,main verb,
121,MVR,+ + + The dancer assigned the ballet ...,song,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,teams,compound,ambig,
121,MVR,+ + + The dancer assigned the ballet ...,the dancer assigned ballet,ungram,NA,
121,MVR,+ + + The dancer assigned the ballet ...,and wallet,compound,ambig,
122,MVR,+ + + The contestant paid the money ...,unwillingly,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,full,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,outright,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,online,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,the word,ungram,NA,
122,MVR,+ + + The contestant paid the money ...,which was very needed,relative clause,ambig,
122,MVR,+ + + The contestant paid the money ...,to the judge,PP,main verb,
122,MVR,+ + + The contestant paid the money ...,for need,PP,ambig,
122,MVR,+ + + The contestant paid the money ...,to join,CP,ambig,
122,MVR,+ + + The contestant paid the money ...,to the kid,PP,main verb,
122,MVR,+ + + The contestant paid the money ...,exactly,adv,ambig,
122,MVR,+ + + The contestant paid the money ...,main,ungram,NA,
122,MVR,+ + + The contestant paid the money ...,to contest,CP,ambig,
