,item,Main clause subject number,condition,disambPosition,Sentence,Question,Option1,Option0,Correct answer,Question target,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,working,working,7,4.1025190353393555,5.918683867436663,4.1025190353393555,5.918683867436663
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,immediately,immediately,8,4.801887035369873,6.9276586128371225,4.801887035369873,6.9276586128371225
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,to,to,9,3.3597893714904785,4.847151464680761,3.3597893714904785,4.847151464680761
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,check,check,10,2.4983468055725098,3.6043525468202433,2.4983468055725098,3.6043525468202433
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,on,on,11,0.863478422164917,1.2457360375719526,0.863478422164917,1.2457360375719526
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,12,1.2458018064498901,1.7973120880957687,1.2458018064498901,1.7973120880957687
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,patient..,patient.,13,1.1084219813346863,1.5991148956838712,0.5542109906673431,0.7995574478419356
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,Whenever,Whenever,0,14.03628158569336,20.250073836200887,14.03628158569336,20.250073836200887
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,1,3.181807518005371,4.590377927289571,3.181807518005371,4.590377927289571
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,nurse,nurse,2,10.153362274169922,14.648205401294035,10.153362274169922,14.648205401294035
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,"calls.,","calls,",3,6.175786018371582,8.909775862296078,3.087893009185791,4.454887931148039
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,4,2.2080976963043213,3.1856115962565887,2.2080976963043213,3.1856115962565887
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,doctor,doctor,5,2.908564567565918,4.1961716777327025,2.908564567565918,4.1961716777327025
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,stops,stops,6,7.152612686157227,10.319038851718519,7.152612686157227,10.319038851718519
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,working,working,7,4.562292098999023,6.581996186312791,4.562292098999023,6.581996186312791
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,immediately,immediately,8,4.372107028961182,6.307617128918077,4.372107028961182,6.307617128918077
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,to,to,9,3.2534945011138916,4.693800382316524,3.2534945011138916,4.693800382316524
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,check,check,10,2.501629590988159,3.609088605059703,2.501629590988159,3.609088605059703
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,on,on,11,0.8943422436714172,1.2902631198022627,0.8943422436714172,1.2902631198022627
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,12,1.269776463508606,1.8319002069413917,1.269776463508606,1.8319002069413917
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,patient..,patient.,13,1.0623770356178284,1.5326860808401588,0.5311885178089142,0.7663430404200794
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,When,When,0,10.180778503417969,14.687758659270067,10.180778503417969,14.687758659270067
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,the,the,1,2.511103868484497,3.622757098219676,2.511103868484497,3.622757098219676
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,lecturer,lecturer,2,11.914310455322266,17.18871660950496,11.914310455322266,17.18871660950496
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,"stops.,","stops,",3,10.225709199905396,14.752579952276164,5.112854599952698,7.376289976138082
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,her,her,4,4.26486873626709,6.152904975854911,4.26486873626709,6.152904975854911
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,audiences,audiences,5,10.886573791503906,15.706006021274446,10.886573791503906,15.706006021274446
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,needs,needs,6,12.470338821411133,17.99089597585496,12.470338821411133,17.99089597585496
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,several,several,7,8.725532531738281,12.58828251265414,8.725532531738281,12.58828251265414
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,minutes,minutes,8,2.8344507217407227,4.0892479998994835,2.8344507217407227,4.0892479998994835
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,to,to,9,0.20178264379501343,0.29111081954053003,0.20178264379501343,0.29111081954053003
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,reflect,reflect,10,4.203048229217529,6.063716836909268,4.203048229217529,6.063716836909268
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,on,on,11,0.7753480076789856,1.1185907256416106,0.7753480076789856,1.1185907256416106
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,the,the,12,1.3329532146453857,1.9230449925059,1.3329532146453857,1.9230449925059
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,content..,content.,13,7.298444986343384,10.529430387998518,3.649222493171692,5.264715193999259
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,When,When,0,10.180778503417969,14.687758659270067,10.180778503417969,14.687758659270067
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,the,the,1,2.511103868484497,3.622757098219676,2.511103868484497,3.622757098219676
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,lecturer,lecturer,2,11.914310455322266,17.18871660950496,11.914310455322266,17.18871660950496
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,"stops.,","stops,",3,10.225709199905396,14.752579952276164,5.112854599952698,7.376289976138082
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,her,her,4,4.26486873626709,6.152904975854911,4.26486873626709,6.152904975854911
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,audience,audience,5,5.9010090827941895,8.513356539987909,5.9010090827941895,8.513356539987909
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,needs,needs,6,7.5356550216674805,10.87165212960969,7.5356550216674805,10.87165212960969
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,several,several,7,8.597772598266602,12.403963890210244,8.597772598266602,12.403963890210244
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,minutes,minutes,8,2.010338544845581,2.900305449156655,2.010338544845581,2.900305449156655
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,to,to,9,0.1507633924484253,0.21750559863293978,0.1507633924484253,0.21750559863293978
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,reflect,reflect,10,4.541631698608398,6.552189529126456,4.541631698608398,6.552189529126456
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,on,on,11,0.8131633400917053,1.1731467181830089,0.8131633400917053,1.1731467181830089
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,the,the,12,1.279720425605774,1.8462463117457637,1.279720425605774,1.8462463117457637
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,content..,content.,13,7.445382237434387,10.741416031469365,3.7226911187171936,5.3707080157346825
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,When,When,0,10.180778503417969,14.687758659270067,10.180778503417969,14.687758659270067
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,1,2.511103868484497,3.622757098219676,2.511103868484497,3.622757098219676
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,actress,actress,2,8.709232330322266,12.564766292905764,8.709232330322266,12.564766292905764
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,"begins.,","begins,",3,12.83594036102295,18.5183475039943,6.417970180511475,9.25917375199715
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,4,2.8576250076293945,4.122681427227214,2.8576250076293945,4.122681427227214
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,scenes,scenes,5,7.385782241821289,10.655431413361345,7.385782241821289,10.655431413361345
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,fails,fails,6,14.073543548583984,20.30383148527698,14.073543548583984,20.30383148527698
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,dramatically,dramatically,7,7.923409938812256,11.431064225654767,7.923409938812256,11.431064225654767
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,despite,despite,8,8.185362815856934,11.808982342313719,8.185362815856934,11.808982342313719
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,9,1.2095999717712402,1.7450838807337985,1.2095999717712402,1.7450838807337985
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,months,months,10,10.814197540283203,15.601589162560204,10.814197540283203,15.601589162560204
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,she,she,11,3.4121761322021484,4.9227295845677235,3.4121761322021484,4.9227295845677235
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,spent,spent,12,1.4008675813674927,2.0210247125809984,1.4008675813674927,2.0210247125809984
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,rehears.ing..,rehearsing.,13,6.653338281437755,9.598738143986948,2.2177794271459184,3.1995793813289826
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,When,When,0,10.180778503417969,14.687758659270067,10.180778503417969,14.687758659270067
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,1,2.511103868484497,3.622757098219676,2.511103868484497,3.622757098219676
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,actress,actress,2,8.709232330322266,12.564766292905764,8.709232330322266,12.564766292905764
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,"begins.,","begins,",3,12.83594036102295,18.5183475039943,6.417970180511475,9.25917375199715
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,4,2.8576250076293945,4.122681427227214,2.8576250076293945,4.122681427227214
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,scene,scene,5,4.563364028930664,6.583542654309349,4.563364028930664,6.583542654309349
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,fails,fails,6,8.179411888122559,11.800396968382648,8.179411888122559,11.800396968382648
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,dramatically,dramatically,7,7.7551045417785645,11.188250863999412,7.7551045417785645,11.188250863999412
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,despite,despite,8,8.321549415588379,12.005458074381806,8.321549415588379,12.005458074381806
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,9,1.1632486581802368,1.6782130704773686,1.1632486581802368,1.6782130704773686
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,months,months,10,10.99527645111084,15.86283080922081,10.99527645111084,15.86283080922081
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,she,she,11,3.3418354988098145,4.821249501599615,3.3418354988098145,4.821249501599615
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,spent,spent,12,1.3760581016540527,1.985232199231383,1.3760581016540527,1.985232199231383
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,rehears.ing..,rehearsing.,13,6.798399763181806,9.808017624323094,2.266133254393935,3.269339208107698
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,After,After,0,10.893840789794922,15.716490083671042,10.893840789794922,15.716490083671042
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,1,2.4997472763061523,3.6063729990025797,2.4997472763061523,3.6063729990025797
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,worst,worst,2,7.014705657958984,10.12008106603318,7.014705657958984,10.12008106603318
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,team,team,3,7.478601455688477,10.789341232906748,7.478601455688477,10.789341232906748
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,"loses.,","loses,",4,9.774109244346619,14.10105893592584,4.887054622173309,7.05052946796292
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,5,1.9757440090179443,2.8503960838762676,1.9757440090179443,2.8503960838762676
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,tournaments,tournaments,6,13.902819633483887,20.05752893960092,13.902819633483887,20.05752893960092
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,remains,remains,7,9.804120063781738,14.144355396297902,9.804120063781738,14.144355396297902
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,essentially,essentially,8,7.222699165344238,10.420152267674988,7.222699165344238,10.420152267674988
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,9,1.3420339822769165,1.9361457709353744,1.3420339822769165,1.9361457709353744
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,same,same,10,0.014490371569991112,0.0209051872046646,0.014490371569991112,0.0209051872046646
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,for,for,11,3.55120587348938,5.123307102858888,3.55120587348938,5.123307102858888
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,12,1.499489665031433,2.1633063036051015,1.499489665031433,2.1633063036051015
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,rest,rest,13,3.3607397079467773,4.848522510373439,3.3607397079467773,4.848522510373439
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,of,of,14,0.007599018048495054,0.010963065654189544,0.007599018048495054,0.010963065654189544
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,15,0.2761401832103729,0.39838607290777484,0.2761401832103729,0.39838607290777484
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,year..,year.,16,1.7140028476715088,2.472783408405247,0.8570014238357544,1.2363917042026236
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,After,After,0,10.893840789794922,15.716490083671042,10.893840789794922,15.716490083671042
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,1,2.4997472763061523,3.6063729990025797,2.4997472763061523,3.6063729990025797
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,worst,worst,2,7.014705657958984,10.12008106603318,7.014705657958984,10.12008106603318
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,team,team,3,7.478601455688477,10.789341232906748,7.478601455688477,10.789341232906748
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,"loses.,","loses,",4,9.774109244346619,14.10105893592584,4.887054622173309,7.05052946796292
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,5,1.9757440090179443,2.8503960838762676,1.9757440090179443,2.8503960838762676
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,tournament,tournament,6,9.4951810836792,13.698650661766674,9.4951810836792,13.698650661766674
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,remains,remains,7,5.390420436859131,7.776732832563188,5.390420436859131,7.776732832563188
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,essentially,essentially,8,7.451669692993164,10.750486912423822,7.451669692993164,10.750486912423822
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,9,2.1267459392547607,3.0682458197935842,2.1267459392547607,3.0682458197935842
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,same,same,10,0.08628074824810028,0.12447680762172339,0.08628074824810028,0.12447680762172339
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,for,for,11,3.2946760654449463,4.753212820952986,3.2946760654449463,4.753212820952986
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,12,1.174460768699646,1.6943887267216193,1.174460768699646,1.6943887267216193
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,rest,rest,13,3.221752405166626,4.648006217905982,3.221752405166626,4.648006217905982
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,of,of,14,0.010594315826892853,0.015284366905069777,0.010594315826892853,0.015284366905069777
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,15,0.20935821533203125,0.30204005902888525,0.20935821533203125,0.30204005902888525
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,year..,year.,16,2.250109225511551,3.246221421104021,1.1250546127557755,1.6231107105520104
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,When,When,0,10.180778503417969,14.687758659270067,10.180778503417969,14.687758659270067
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,the,the,1,2.511103868484497,3.622757098219676,2.511103868484497,3.622757098219676
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,supervisor,supervisor,2,10.406978607177734,15.01409642721285,10.406978607177734,15.01409642721285
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,"works.,","works,",3,9.909320831298828,14.296128021892521,4.954660415649414,7.1480640109462605
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,the,the,4,2.5276131629943848,3.646574975537666,2.5276131629943848,3.646574975537666
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,shifts,shifts,5,9.193174362182617,13.262947062348422,9.193174362182617,13.262947062348422
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,seems,seems,6,11.577396392822266,16.702652362330458,11.577396392822266,16.702652362330458
