,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
43,15,NPZ_UAMB,7,7,ambiguous,After the engineer moved the equipment required constant supervision from senior technicians.,6,senior,senior,10,8.267671585083008,11.92772879549785,8.267671585083008,11.92772879549785
43,15,NPZ_UAMB,7,7,ambiguous,After the engineer moved the equipment required constant supervision from senior technicians.,6,technicians..,technicians.,11,8.800400733947754,12.69629449670202,4.400200366973877,6.34814724835101
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,engineer,engineer,1,10.810349464416504,15.596037562590352,10.810349464416504,15.596037562590352
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,brought,brought,2,7.954620838165283,11.476092035373064,7.954620838165283,11.476092035373064
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,the,the,3,2.148003101348877,3.0989134221301384,2.148003101348877,3.0989134221301384
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,equipment,equipment,4,6.543867111206055,9.440804629573362,6.543867111206055,9.440804629573362
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,required,required,5,7.92264986038208,11.429967664272866,7.92264986038208,11.429967664272866
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,constant,constant,6,16.247732162475586,23.44052261649564,16.247732162475586,23.44052261649564
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,supervision,supervision,7,5.3127055168151855,7.664613902812706,5.3127055168151855,7.664613902812706
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,from,from,8,2.089010000228882,3.0138043676976602,2.089010000228882,3.0138043676976602
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,senior,senior,9,7.2836737632751465,10.508120017730107,7.2836737632751465,10.508120017730107
44,15,MVRR_UAMB,6,8,ambiguous,The engineer brought the equipment required constant supervision from senior technicians.,5,technicians..,technicians.,10,6.551858067512512,9.45233314260865,3.275929033756256,4.726166571304325
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,little,little,1,8.638954162597656,12.463376328846707,8.638954162597656,12.463376328846707
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,girl,girl,2,2.1553955078125,3.109578410275443,2.1553955078125,3.109578410275443
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,found,found,3,6.260509490966797,9.032005996056087,6.260509490966797,9.032005996056087
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,the,the,4,2.852722406387329,4.11560846872783,2.852722406387329,4.11560846872783
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,lamb,lamb,5,9.816614151000977,14.16238055396953,9.816614151000977,14.16238055396953
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,remained,remained,6,11.913383483886719,17.187379272411853,11.913383483886719,17.187379272411853
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,relatively,relatively,7,7.581419467926025,10.93767626927592,7.581419467926025,10.93767626927592
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,calm,calm,8,3.4238150119781494,4.9395209387020635,3.4238150119781494,4.9395209387020635
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,despite,despite,9,4.387086868286133,6.329228468825497,4.387086868286133,6.329228468825497
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,the,the,10,0.9761738777160645,1.4083212124263156,0.9761738777160645,1.4083212124263156
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,absence,absence,11,6.543932914733887,9.440899563996638,6.543932914733887,9.440899563996638
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,of,of,12,0.0066266548819839954,0.00956024213592095,0.0066266548819839954,0.00956024213592095
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,its,its,13,4.777544975280762,6.892540443461541,4.777544975280762,6.892540443461541
45,16,NPS_UAMB,7,8,ambiguous,The little girl found the lamb remained relatively calm despite the absence of its mother.,6,mother..,mother.,14,1.9625045657157898,2.8312956046801188,0.9812522828578949,1.4156478023400594
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,When,When,0,10.180778503417969,14.687758659270067,10.180778503417969,14.687758659270067
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,the,the,1,2.511103868484497,3.622757098219676,2.511103868484497,3.622757098219676
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,little,little,2,8.210834503173828,11.845730219288878,8.210834503173828,11.845730219288878
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,girl,girl,3,1.6035903692245483,2.313491873297558,1.6035903692245483,2.313491873297558
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,attacked,attacked,4,8.272676467895508,11.934949315111675,8.272676467895508,11.934949315111675
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,the,the,5,2.6058807373046875,3.7594912168575485,2.6058807373046875,3.7594912168575485
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,lamb,lamb,6,10.312488555908203,14.877776098832953,10.312488555908203,14.877776098832953
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,remained,remained,7,13.557868003845215,19.55986893417464,13.557868003845215,19.55986893417464
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,relatively,relatively,8,6.810076713562012,9.824863902729325,6.810076713562012,9.824863902729325
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,calm,calm,9,1.6510505676269531,2.3819624661723133,1.6510505676269531,2.3819624661723133
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,despite,despite,10,4.673870086669922,6.742969195797966,4.673870086669922,6.742969195797966
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,the,the,11,0.9016022682189941,1.300737121213784,0.9016022682189941,1.300737121213784
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,sudden,sudden,12,4.577026844024658,6.6032539298900375,4.577026844024658,6.6032539298900375
46,16,NPZ_UAMB,8,8,ambiguous,When the little girl attacked the lamb remained relatively calm despite the sudden assault.,7,assault..,assault.,13,5.731453597545624,8.26873968226428,2.865726798772812,4.13436984113214
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,little,little,1,8.638954162597656,12.463376328846707,8.638954162597656,12.463376328846707
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,girl,girl,2,2.1553955078125,3.109578410275443,2.1553955078125,3.109578410275443
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,fed,fed,3,10.21469497680664,14.736689787232345,10.21469497680664,14.736689787232345
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,the,the,4,2.05826997756958,2.969455889450271,2.05826997756958,2.969455889450271
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,lamb,lamb,5,7.993134021759033,11.531654814352613,7.993134021759033,11.531654814352613
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,remained,remained,6,8.892890930175781,12.82972964413104,8.892890930175781,12.82972964413104
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,relatively,relatively,7,7.324103355407715,10.566447589804927,7.324103355407715,10.566447589804927
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,calm,calm,8,2.9444756507873535,4.2479804194092186,2.9444756507873535,4.2479804194092186
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,despite,despite,9,4.408883571624756,6.360674464639857,4.408883571624756,6.360674464639857
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,having,having,10,4.093227386474609,5.905278851697812,4.093227386474609,5.905278851697812
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,asked,asked,11,8.268702507019043,11.929216101462513,8.268702507019043,11.929216101462513
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,for,for,12,1.373902440071106,1.982122236955831,1.373902440071106,1.982122236955831
47,16,MVRR_UAMB,7,9,ambiguous,The little girl fed the lamb remained relatively calm despite having asked for beef.,6,beef..,beef.,13,11.1416494846344,16.074002458805122,5.5708247423172,8.037001229402561
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,yoga,yoga,1,11.730057716369629,16.922896096747785,11.730057716369629,16.922896096747785
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,instructor,instructor,2,3.3486268520355225,4.831047353219269,3.3486268520355225,4.831047353219269
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,demonstrated,demonstrated,3,9.179725646972656,13.243544667608683,9.179725646972656,13.243544667608683
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,the,the,4,2.37729549407959,3.4297124200363025,2.37729549407959,3.4297124200363025
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,position,position,5,7.509617805480957,10.834088366938838,7.509617805480957,10.834088366938838
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,demanded,demanded,6,12.023280143737793,17.34592663858926,12.023280143737793,17.34592663858926
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,immense,immense,7,16.998891830444336,24.52421694438996,16.998891830444336,24.52421694438996
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,physical,physical,8,3.416315793991089,4.928701854101585,3.416315793991089,4.928701854101585
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,effort,effort,9,2.5011539459228516,3.6084023942827606,2.5011539459228516,3.6084023942827606
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,from,from,10,3.0091583728790283,4.341297861802077,3.0091583728790283,4.341297861802077
48,17,NPS_UAMB,7,8,ambiguous,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,6,everyone..,everyone.,11,6.4264808893203735,9.271452109390198,3.2132404446601868,4.635726054695099
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,Before,Before,0,12.528419494628906,18.074688675077738,12.528419494628906,18.074688675077738
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,the,the,1,2.4726688861846924,3.5673071398590923,2.4726688861846924,3.5673071398590923
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,yoga,yoga,2,11.439864158630371,16.50423529009943,11.439864158630371,16.50423529009943
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,instructor,instructor,3,4.640163421630859,6.694340757301205,4.640163421630859,6.694340757301205
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,left,left,4,4.6986541748046875,6.778725076842948,4.6986541748046875,6.778725076842948
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,the,the,5,1.7107723951339722,2.468122850549516,1.7107723951339722,2.468122850549516
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,position,position,6,7.679553985595703,11.079254451257995,7.679553985595703,11.079254451257995
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,demanded,demanded,7,12.949124336242676,18.681637463751898,12.949124336242676,18.681637463751898
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,immense,immense,8,11.73151969909668,16.925005291977964,11.73151969909668,16.925005291977964
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,physical,physical,9,4.0456085205078125,5.836579349914757,4.0456085205078125,5.836579349914757
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,effort,effort,10,2.6608238220214844,3.8387573327096134,2.6608238220214844,3.8387573327096134
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,from,from,11,2.3638434410095215,3.4103052097823396,2.3638434410095215,3.4103052097823396
49,17,NPZ_UAMB,8,8,ambiguous,Before the yoga instructor left the position demanded immense physical effort from everyone.,7,everyone..,everyone.,12,6.486353278160095,9.35782970785544,3.2431766390800476,4.67891485392772
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,yoga,yoga,1,11.730057716369629,16.922896096747785,11.730057716369629,16.922896096747785
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,instructor,instructor,2,3.3486268520355225,4.831047353219269,3.3486268520355225,4.831047353219269
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,offered,offered,3,7.7099761962890625,11.123144423758184,7.7099761962890625,11.123144423758184
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,the,the,4,3.0979490280151367,4.469395699644222,3.0979490280151367,4.469395699644222
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,position,position,5,7.76109504699707,11.19689333617057,7.76109504699707,11.19689333617057
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,demanded,demanded,6,14.49963092803955,20.9185456346029,14.49963092803955,20.9185456346029
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,immense,immense,7,13.776457786560059,19.875227329686343,13.776457786560059,19.875227329686343
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,physical,physical,8,4.756371021270752,6.8619928850152885,4.756371021270752,6.8619928850152885
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,effort,effort,9,2.9519283771514893,4.25873243077586,2.9519283771514893,4.25873243077586
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,from,from,10,2.331702709197998,3.3639359353873126,2.331702709197998,3.3639359353873126
50,17,MVRR_UAMB,7,9,ambiguous,The yoga instructor offered the position demanded immense physical effort from everyone.,6,everyone..,everyone.,11,5.8583762645721436,8.451850384559842,2.9291881322860718,4.225925192279921
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,governor,governor,1,8.427895545959473,12.158883109285915,8.427895545959473,12.158883109285915
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,noticed,noticed,2,10.223383903503418,14.749225258688435,10.223383903503418,14.749225258688435
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,the,the,3,2.025339126586914,2.9219467140453257,2.025339126586914,2.9219467140453257
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,contract,contract,4,9.222471237182617,13.305213518624464,9.222471237182617,13.305213518624464
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,received,received,5,7.620047092437744,10.993404151600298,7.620047092437744,10.993404151600298
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,sweeping,sweeping,6,11.66025447845459,16.822191311569764,11.66025447845459,16.822191311569764
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,support,support,7,5.076591491699219,7.323973369693569,5.076591491699219,7.323973369693569
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,across,across,8,4.621700286865234,6.667704084335574,4.621700286865234,6.667704084335574
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,the,the,9,0.40616461634635925,0.585971677787461,0.40616461634635925,0.585971677787461
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,entire,entire,10,5.005537986755371,7.2214648304733,5.005537986755371,7.2214648304733
51,18,NPS_UAMB,6,7,ambiguous,The governor noticed the contract received sweeping support across the entire state.,5,state..,state.,11,1.515407681465149,2.1862711469748124,0.7577038407325745,1.0931355734874062
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,While,While,0,11.199134826660156,16.156936276669487,11.199134826660156,16.156936276669487
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,the,the,1,1.9696201086044312,2.8415611631187945,1.9696201086044312,2.8415611631187945
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,governor,governor,2,8.111534118652344,11.702470046981365,8.111534118652344,11.702470046981365
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,read,read,3,9.643357276916504,13.912423720927938,9.643357276916504,13.912423720927938
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,the,the,4,2.3191423416137695,3.345815155361804,2.3191423416137695,3.345815155361804
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,contract,contract,5,6.763638496398926,9.757867717120416,6.763638496398926,9.757867717120416
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,received,received,6,8.621683120727539,12.438459482389703,8.621683120727539,12.438459482389703
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,sweeping,sweeping,7,15.786148071289062,22.774597537187606,15.786148071289062,22.774597537187606
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,support,support,8,3.9860246181488037,5.750617949464603,3.9860246181488037,5.750617949464603
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,from,from,9,0.47282275557518005,0.6821390446877668,0.47282275557518005,0.6821390446877668
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,the,the,10,1.6654131412506104,2.4026832799135662,1.6654131412506104,2.4026832799135662
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,audience,audience,11,6.570944786071777,9.479869456820945,6.570944786071777,9.479869456820945
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,at,at,12,2.1042914390563965,3.0358508237117636,2.1042914390563965,3.0358508237117636
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,the,the,13,0.7838761210441589,1.1308941925016849,0.7838761210441589,1.1308941925016849
52,18,NPZ_UAMB,7,7,ambiguous,While the governor read the contract received sweeping support from the audience at the rally.,6,rally..,rally.,14,10.193495750427246,14.70610576846411,5.096747875213623,7.353052884232055
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,governor,governor,1,8.427895545959473,12.158883109285915,8.427895545959473,12.158883109285915
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,awarded,awarded,2,9.357691764831543,13.50029550328996,9.357691764831543,13.50029550328996
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,the,the,3,1.616857886314392,2.332632854407985,1.616857886314392,2.332632854407985
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,contract,contract,4,3.0246949195861816,4.363712360689027,3.0246949195861816,4.363712360689027
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,received,received,5,11.064059257507324,15.962063422907443,11.064059257507324,15.962063422907443
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,sweeping,sweeping,6,14.378134727478027,20.743263668565938,14.378134727478027,20.743263668565938
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,support,support,7,3.3121957778930664,4.77848842321969,3.3121957778930664,4.77848842321969
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,across,across,8,5.378541469573975,7.7595951053700105,5.378541469573975,7.7595951053700105
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,the,the,9,0.389952152967453,0.5625820372701189,0.389952152967453,0.5625820372701189
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,entire,entire,10,5.200755596160889,7.503104307456839,5.200755596160889,7.503104307456839
53,18,MVRR_UAMB,6,8,ambiguous,The governor awarded the contract received sweeping support across the entire state.,5,state..,state.,11,1.7961668968200684,2.591321074651231,0.8980834484100342,1.2956605373256156
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,patient,patient,1,10.004441261291504,14.43335779453018,10.004441261291504,14.43335779453018
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,reported,reported,2,5.5006608963012695,7.935776196705683,5.5006608963012695,7.935776196705683
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,the,the,3,3.602161407470703,5.196820399039592,3.602161407470703,5.196820399039592
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,treatment,treatment,4,5.552974700927734,8.011249063210318,5.552974700927734,8.011249063210318
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,continued,continued,5,7.5819268226623535,10.938408227437993,7.5819268226623535,10.938408227437993
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,causing,causing,6,9.286721229553223,13.397906663994691,9.286721229553223,13.397906663994691
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,uncomfortable,uncomfortable,7,7.941215515136719,11.45675224231824,7.941215515136719,11.45675224231824
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,side,side,8,4.222400188446045,6.091635812519733,4.222400188446045,6.091635812519733
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,effects,effects,9,0.048209913074970245,0.06955220251494758,0.048209913074970245,0.06955220251494758
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,like,like,10,5.149308204650879,7.428881410858675,5.149308204650879,7.428881410858675
54,19,NPS_UAMB,6,7,ambiguous,The patient reported the treatment continued causing uncomfortable side effects like nausea.,5,nausea..,nausea.,11,5.815405964851379,8.389857346247183,2.9077029824256897,4.1949286731235915
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,Before,Before,0,12.528419494628906,18.074688675077738,12.528419494628906,18.074688675077738
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,the,the,1,2.4726688861846924,3.5673071398590923,2.4726688861846924,3.5673071398590923
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,patient,patient,2,11.035765647888184,15.92124437262106,11.035765647888184,15.92124437262106
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,called,called,3,7.0463056564331055,10.165670227123893,7.0463056564331055,10.165670227123893
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,the,the,4,2.260502815246582,3.2612162014717847,2.260502815246582,3.2612162014717847
55,19,NPZ_UAMB,7,7,ambiguous,Before the patient called the treatment continued causing uncomfortable side effects like nausea.,6,treatment,treatment,5,7.214264869689941,10.407984151161143,7.214264869689941,10.407984151161143
