,item,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
39,14,The basketball player mentioned the contract .,.,.,6,8.224248886108398,11.865083083025167,8.224248886108398,11.865083083025167
40,14,The basketball player signed the contract .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
40,14,The basketball player signed the contract .,basketball,basketball,1,10.046219825744629,14.493631522282163,10.046219825744629,14.493631522282163
40,14,The basketball player signed the contract .,player,player,2,4.380722999572754,6.320047346991837,4.380722999572754,6.320047346991837
40,14,The basketball player signed the contract .,signed,signed,3,7.393402099609375,10.666424544404496,7.393402099609375,10.666424544404496
40,14,The basketball player signed the contract .,the,the,4,3.978916645050049,5.740363311924257,3.978916645050049,5.740363311924257
40,14,The basketball player signed the contract .,contract,contract,5,1.987764835357666,2.867738470423972,1.987764835357666,2.867738470423972
40,14,The basketball player signed the contract .,.,.,6,9.759016990661621,14.079285416378656,9.759016990661621,14.079285416378656
41,14,The basketball player handed the contract .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
41,14,The basketball player handed the contract .,basketball,basketball,1,10.046219825744629,14.493631522282163,10.046219825744629,14.493631522282163
41,14,The basketball player handed the contract .,player,player,2,4.380722999572754,6.320047346991837,4.380722999572754,6.320047346991837
41,14,The basketball player handed the contract .,handed,handed,3,9.240829467773438,13.331698846857337,9.240829467773438,13.331698846857337
41,14,The basketball player handed the contract .,the,the,4,2.159496784210205,3.1154953013957267,2.159496784210205,3.1154953013957267
41,14,The basketball player handed the contract .,contract,contract,5,6.942127227783203,10.015372524743075,6.942127227783203,10.015372524743075
41,14,The basketball player handed the contract .,.,.,6,11.455986022949219,16.527494223802115,11.455986022949219,16.527494223802115
42,15,The engineer maintained the equipment .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
42,15,The engineer maintained the equipment .,engineer,engineer,1,10.810344696044922,15.596030683284317,10.810344696044922,15.596030683284317
42,15,The engineer maintained the equipment .,maintained,maintained,2,10.536046981811523,15.200302731232616,10.536046981811523,15.200302731232616
42,15,The engineer maintained the equipment .,the,the,3,2.19777250289917,3.1707154909347577,2.19777250289917,3.1707154909347577
42,15,The engineer maintained the equipment .,equipment,equipment,4,6.395938873291016,9.227389294325892,6.395938873291016,9.227389294325892
42,15,The engineer maintained the equipment .,.,.,5,9.222288131713867,13.30494935327274,9.222288131713867,13.30494935327274
43,15,The engineer moved the equipment .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
43,15,The engineer moved the equipment .,engineer,engineer,1,10.810344696044922,15.596030683284317,10.810344696044922,15.596030683284317
43,15,The engineer moved the equipment .,moved,moved,2,8.533773422241211,12.311632596337434,8.533773422241211,12.311632596337434
43,15,The engineer moved the equipment .,the,the,3,2.758429527282715,3.9795725996524602,2.758429527282715,3.9795725996524602
43,15,The engineer moved the equipment .,equipment,equipment,4,6.53554630279541,9.428800240543138,6.53554630279541,9.428800240543138
43,15,The engineer moved the equipment .,.,.,5,9.58383560180664,13.826552095421535,9.58383560180664,13.826552095421535
44,15,The engineer brought the equipment .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
44,15,The engineer brought the equipment .,engineer,engineer,1,10.810344696044922,15.596030683284317,10.810344696044922,15.596030683284317
44,15,The engineer brought the equipment .,brought,brought,2,7.954634189605713,11.476111297429961,7.954634189605713,11.476111297429961
44,15,The engineer brought the equipment .,the,the,3,2.148012638092041,3.098927180742207,2.148012638092041,3.098927180742207
44,15,The engineer brought the equipment .,equipment,equipment,4,6.5438642501831055,9.440800501989742,6.5438642501831055,9.440800501989742
44,15,The engineer brought the equipment .,.,.,5,9.146224975585938,13.195213415132613,9.146224975585938,13.195213415132613
45,16,The little girl found the lamb .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
45,16,The little girl found the lamb .,little,little,1,8.638947486877441,12.463366697818259,8.638947486877441,12.463366697818259
45,16,The little girl found the lamb .,girl,girl,2,2.155406951904297,3.1095949206099256,2.155406951904297,3.1095949206099256
45,16,The little girl found the lamb .,found,found,3,6.2605133056640625,9.032011499500914,6.2605133056640625,9.032011499500914
45,16,The little girl found the lamb .,the,the,4,2.852745294570923,4.115641489396796,2.852745294570923,4.115641489396796
45,16,The little girl found the lamb .,lamb,lamb,5,9.81660270690918,14.162364043635048,9.81660270690918,14.162364043635048
45,16,The little girl found the lamb .,.,.,6,8.521986961364746,12.294628327681325,8.521986961364746,12.294628327681325
46,16,The little girl attacked the lamb .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
46,16,The little girl attacked the lamb .,little,little,1,8.638947486877441,12.463366697818259,8.638947486877441,12.463366697818259
46,16,The little girl attacked the lamb .,girl,girl,2,2.155406951904297,3.1095949206099256,2.155406951904297,3.1095949206099256
46,16,The little girl attacked the lamb .,attacked,attacked,3,8.679588317871094,12.521999023150407,8.679588317871094,12.521999023150407
46,16,The little girl attacked the lamb .,the,the,4,2.7324604988098145,3.9421072110579027,2.7324604988098145,3.9421072110579027
46,16,The little girl attacked the lamb .,lamb,lamb,5,10.238653182983398,14.77125417247215,10.238653182983398,14.77125417247215
46,16,The little girl attacked the lamb .,.,.,6,8.409920692443848,12.132950877258217,8.409920692443848,12.132950877258217
47,16,The little girl fed the lamb .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
47,16,The little girl fed the lamb .,little,little,1,8.638947486877441,12.463366697818259,8.638947486877441,12.463366697818259
47,16,The little girl fed the lamb .,girl,girl,2,2.155406951904297,3.1095949206099256,2.155406951904297,3.1095949206099256
47,16,The little girl fed the lamb .,fed,fed,3,10.214675903320312,14.736662270008209,10.214675903320312,14.736662270008209
47,16,The little girl fed the lamb .,the,the,4,2.0582854747772217,2.9694782471948833,2.0582854747772217,2.9694782471948833
47,16,The little girl fed the lamb .,lamb,lamb,5,7.993120193481445,11.531634864365113,7.993120193481445,11.531634864365113
47,16,The little girl fed the lamb .,.,.,6,8.143224716186523,11.748189914886733,8.143224716186523,11.748189914886733
48,17,The yoga instructor demonstrated the position .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
48,17,The yoga instructor demonstrated the position .,yoga,yoga,1,11.730057716369629,16.922896096747785,11.730057716369629,16.922896096747785
48,17,The yoga instructor demonstrated the position .,instructor,instructor,2,3.3486268520355225,4.831047353219269,3.3486268520355225,4.831047353219269
48,17,The yoga instructor demonstrated the position .,demonstrated,demonstrated,3,9.179725646972656,13.243544667608683,9.179725646972656,13.243544667608683
48,17,The yoga instructor demonstrated the position .,the,the,4,2.37729549407959,3.4297124200363025,2.37729549407959,3.4297124200363025
48,17,The yoga instructor demonstrated the position .,position,position,5,7.509617805480957,10.834088366938838,7.509617805480957,10.834088366938838
48,17,The yoga instructor demonstrated the position .,.,.,6,9.381693840026855,13.53492317814528,9.381693840026855,13.53492317814528
49,17,The yoga instructor left the position .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
49,17,The yoga instructor left the position .,yoga,yoga,1,11.730057716369629,16.922896096747785,11.730057716369629,16.922896096747785
49,17,The yoga instructor left the position .,instructor,instructor,2,3.3486268520355225,4.831047353219269,3.3486268520355225,4.831047353219269
49,17,The yoga instructor left the position .,left,left,3,6.850608825683594,9.883339379883886,6.850608825683594,9.883339379883886
49,17,The yoga instructor left the position .,the,the,4,1.966027855873108,2.8363786379176945,1.966027855873108,2.8363786379176945
49,17,The yoga instructor left the position .,position,position,5,7.525272369384766,10.856673128650142,7.525272369384766,10.856673128650142
49,17,The yoga instructor left the position .,.,.,6,9.903943061828613,14.288369540546798,9.903943061828613,14.288369540546798
50,17,The yoga instructor offered the position .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
50,17,The yoga instructor offered the position .,yoga,yoga,1,11.730057716369629,16.922896096747785,11.730057716369629,16.922896096747785
50,17,The yoga instructor offered the position .,instructor,instructor,2,3.3486268520355225,4.831047353219269,3.3486268520355225,4.831047353219269
50,17,The yoga instructor offered the position .,offered,offered,3,7.7099761962890625,11.123144423758184,7.7099761962890625,11.123144423758184
50,17,The yoga instructor offered the position .,the,the,4,3.0979490280151367,4.469395699644222,3.0979490280151367,4.469395699644222
50,17,The yoga instructor offered the position .,position,position,5,7.76109504699707,11.19689333617057,7.76109504699707,11.19689333617057
50,17,The yoga instructor offered the position .,.,.,6,9.372204780578613,13.521233359136602,9.372204780578613,13.521233359136602
51,18,The governor noticed the contract .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
51,18,The governor noticed the contract .,governor,governor,1,8.427898406982422,12.158887236869536,8.427898406982422,12.158887236869536
51,18,The governor noticed the contract .,noticed,noticed,2,10.223384857177734,14.749226634549641,10.223384857177734,14.749226634549641
51,18,The governor noticed the contract .,the,the,3,2.025341510772705,2.9219501536983428,2.025341510772705,2.9219501536983428
51,18,The governor noticed the contract .,contract,contract,4,9.222480773925781,13.305227277236535,9.222480773925781,13.305227277236535
51,18,The governor noticed the contract .,.,.,5,10.026522636413574,14.4652144849148,10.026522636413574,14.4652144849148
52,18,The governor read the contract .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
52,18,The governor read the contract .,governor,governor,1,8.427898406982422,12.158887236869536,8.427898406982422,12.158887236869536
52,18,The governor read the contract .,read,read,2,9.948009490966797,14.35194395933414,9.948009490966797,14.35194395933414
52,18,The governor read the contract .,the,the,3,1.8978047370910645,2.7379534827768617,1.8978047370910645,2.7379534827768617
52,18,The governor read the contract .,contract,contract,4,6.834734916687012,9.860438170094994,6.834734916687012,9.860438170094994
52,18,The governor read the contract .,.,.,5,8.244915008544922,11.894897995378745,8.244915008544922,11.894897995378745
53,18,The governor awarded the contract .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
53,18,The governor awarded the contract .,governor,governor,1,8.427898406982422,12.158887236869536,8.427898406982422,12.158887236869536
53,18,The governor awarded the contract .,awarded,awarded,2,9.357677459716797,13.500274865371855,9.357677459716797,13.500274865371855
53,18,The governor awarded the contract .,the,the,3,1.6168698072433472,2.3326500526730714,1.6168698072433472,2.3326500526730714
53,18,The governor awarded the contract .,contract,contract,4,3.024698257446289,4.3637171762032505,3.024698257446289,4.3637171762032505
53,18,The governor awarded the contract .,.,.,5,10.65121841430664,15.366459985745399,10.65121841430664,15.366459985745399
54,19,The patient reported the treatment .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
54,19,The patient reported the treatment .,patient,patient,1,10.004451751708984,14.433372929003456,10.004451751708984,14.433372929003456
54,19,The patient reported the treatment .,reported,reported,2,5.500669002532959,7.935787891525941,5.500669002532959,7.935787891525941
54,19,The patient reported the treatment .,the,the,3,3.602166175842285,5.196827278345626,3.602166175842285,5.196827278345626
54,19,The patient reported the treatment .,treatment,treatment,4,5.552989959716797,8.011271076989628,5.552989959716797,8.011271076989628
54,19,The patient reported the treatment .,.,.,5,9.643204689025879,13.912203583134835,9.643204689025879,13.912203583134835
55,19,The patient called the treatment .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
55,19,The patient called the treatment .,patient,patient,1,10.004451751708984,14.433372929003456,10.004451751708984,14.433372929003456
55,19,The patient called the treatment .,called,called,2,6.652150630950928,9.597024726519292,6.652150630950928,9.597024726519292
55,19,The patient called the treatment .,the,the,3,2.286280393600464,3.2984053859290565,2.286280393600464,3.2984053859290565
55,19,The patient called the treatment .,treatment,treatment,4,7.143120765686035,10.30534490512622,7.143120765686035,10.30534490512622
55,19,The patient called the treatment .,.,.,5,8.846203804016113,12.762374358747131,8.846203804016113,12.762374358747131
56,19,The patient refused the treatment .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
56,19,The patient refused the treatment .,patient,patient,1,10.004451751708984,14.433372929003456,10.004451751708984,14.433372929003456
56,19,The patient refused the treatment .,refused,refused,2,6.698338985443115,9.663660436491993,6.698338985443115,9.663660436491993
56,19,The patient refused the treatment .,the,the,3,3.433525562286377,4.953530301476046,3.433525562286377,4.953530301476046
56,19,The patient refused the treatment .,treatment,treatment,4,2.625701665878296,3.7880867722165075,2.625701665878296,3.7880867722165075
56,19,The patient refused the treatment .,.,.,5,6.849029064178467,9.881060265794652,6.849029064178467,9.881060265794652
57,20,The operator observed the machine .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
57,20,The operator observed the machine .,operator,operator,1,9.195995330810547,13.267016859798439,9.195995330810547,13.267016859798439
57,20,The operator observed the machine .,observed,observed,2,10.55624771118164,15.229446223317224,10.55624771118164,15.229446223317224
57,20,The operator observed the machine .,the,the,3,1.8100676536560059,2.6113756276030413,1.8100676536560059,2.6113756276030413
57,20,The operator observed the machine .,machine,machine,4,7.391173839569092,10.663209844694569,7.391173839569092,10.663209844694569
57,20,The operator observed the machine .,.,.,5,10.193602561950684,14.706259864919284,10.193602561950684,14.706259864919284
58,20,The operator stopped the machine .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
58,20,The operator stopped the machine .,operator,operator,1,9.195995330810547,13.267016859798439,9.195995330810547,13.267016859798439
58,20,The operator stopped the machine .,stopped,stopped,2,7.623623371124268,10.998563631126183,7.623623371124268,10.998563631126183
58,20,The operator stopped the machine .,the,the,3,2.026853561401367,2.9241315816418867,2.026853561401367,2.9241315816418867
58,20,The operator stopped the machine .,machine,machine,4,5.891728401184082,8.499967346652937,5.891728401184082,8.499967346652937
58,20,The operator stopped the machine .,.,.,5,8.7507963180542,12.624730451886194,8.7507963180542,12.624730451886194
59,20,The operator brought the machine .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
59,20,The operator brought the machine .,operator,operator,1,9.195995330810547,13.267016859798439,9.195995330810547,13.267016859798439
59,20,The operator brought the machine .,brought,brought,2,9.03451156616211,13.034045033356058,9.03451156616211,13.034045033356058
59,20,The operator brought the machine .,the,the,3,1.7081034183502197,2.4642723309793486,1.7081034183502197,2.4642723309793486
59,20,The operator brought the machine .,machine,machine,4,7.164821147918701,10.336651938958681,7.164821147918701,10.336651938958681
59,20,The operator brought the machine .,.,.,5,9.654794692993164,13.92892442438232,9.654794692993164,13.92892442438232
60,21,The dancer knew the ballet .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
60,21,The dancer knew the ballet .,dancer,dancer,1,11.731204986572266,16.924551257779687,11.731204986572266,16.924551257779687
60,21,The dancer knew the ballet .,knew,knew,2,8.156753540039062,11.767707881967853,8.156753540039062,11.767707881967853
60,21,The dancer knew the ballet .,the,the,3,2.7871460914611816,4.021001844384104,2.7871460914611816,4.021001844384104
60,21,The dancer knew the ballet .,ballet,ballet,4,7.549069881439209,10.891005681276582,7.549069881439209,10.891005681276582
60,21,The dancer knew the ballet .,.,.,5,9.23859691619873,13.328477955771978,9.23859691619873,13.328477955771978
61,21,The dancer began the ballet .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
61,21,The dancer began the ballet .,dancer,dancer,1,11.731204986572266,16.924551257779687,11.731204986572266,16.924551257779687
61,21,The dancer began the ballet .,began,began,2,6.837462902069092,9.86437382107734,6.837462902069092,9.86437382107734
61,21,The dancer began the ballet .,the,the,3,3.272097110748291,4.720638274983665,3.272097110748291,4.720638274983665
61,21,The dancer began the ballet .,ballet,ballet,4,6.130421161651611,8.844328208475538,6.130421161651611,8.844328208475538
61,21,The dancer began the ballet .,.,.,5,9.14588737487793,13.194726360265369,9.14588737487793,13.194726360265369
62,21,The dancer assigned the ballet .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
62,21,The dancer assigned the ballet .,dancer,dancer,1,11.731204986572266,16.924551257779687,11.731204986572266,16.924551257779687
62,21,The dancer assigned the ballet .,assigned,assigned,2,9.292289733886719,13.405940317581795,9.292289733886719,13.405940317581795
62,21,The dancer assigned the ballet .,the,the,3,2.2285165786743164,3.2150698165922758,2.2285165786743164,3.2150698165922758
62,21,The dancer assigned the ballet .,ballet,ballet,4,8.03642463684082,11.594109970048141,8.03642463684082,11.594109970048141
62,21,The dancer assigned the ballet .,.,.,5,9.043001174926758,13.046292949819904,9.043001174926758,13.046292949819904
63,22,The contestant revealed the money .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
63,22,The contestant revealed the money .,contestant,contestant,1,12.157413482666016,17.539440141478885,12.157413482666016,17.539440141478885
63,22,The contestant revealed the money .,revealed,revealed,2,6.62669563293457,9.560300927115255,6.62669563293457,9.560300927115255
63,22,The contestant revealed the money .,the,the,3,2.963731288909912,4.275760433037786,2.963731288909912,4.275760433037786
63,22,The contestant revealed the money .,money,money,4,7.397701263427734,10.672626926725211,7.397701263427734,10.672626926725211
63,22,The contestant revealed the money .,.,.,5,10.965415000915527,15.81974984311028,10.965415000915527,15.81974984311028
64,22,The contestant lost the money .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
64,22,The contestant lost the money .,contestant,contestant,1,12.157413482666016,17.539440141478885,12.157413482666016,17.539440141478885
64,22,The contestant lost the money .,lost,lost,2,7.32463264465332,10.567211192774758,7.32463264465332,10.567211192774758
64,22,The contestant lost the money .,the,the,3,2.315402030944824,3.3404190277083323,2.315402030944824,3.3404190277083323
64,22,The contestant lost the money .,money,money,4,4.937328338623047,7.123059109372015,4.937328338623047,7.123059109372015
64,22,The contestant lost the money .,.,.,5,8.789506912231445,12.680578034135571,8.789506912231445,12.680578034135571
65,22,The contestant paid the money .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
65,22,The contestant paid the money .,contestant,contestant,1,12.157413482666016,17.539440141478885,12.157413482666016,17.539440141478885
65,22,The contestant paid the money .,paid,paid,2,8.356538772583008,12.055937046201851,8.356538772583008,12.055937046201851
65,22,The contestant paid the money .,the,the,3,3.043644428253174,4.391050722870179,3.043644428253174,4.391050722870179
65,22,The contestant paid the money .,money,money,4,3.8683862686157227,5.580901685974864,3.8683862686157227,5.580901685974864
65,22,The contestant paid the money .,.,.,5,9.04862117767334,13.05440089991218,9.04862117767334,13.05440089991218
66,23,The new chef claimed the restaurant .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
66,23,The new chef claimed the restaurant .,new,new,1,5.301407814025879,7.648314763025136,5.301407814025879,7.648314763025136
66,23,The new chef claimed the restaurant .,chef,chef,2,10.684691429138184,15.41475133824647,10.684691429138184,15.41475133824647
66,23,The new chef claimed the restaurant .,claimed,claimed,3,8.389835357666016,12.103973864379643,8.389835357666016,12.103973864379643
66,23,The new chef claimed the restaurant .,the,the,4,2.504012107849121,3.612525850319847,2.504012107849121,3.612525850319847
66,23,The new chef claimed the restaurant .,restaurant,restaurant,5,3.5327982902526855,5.096750573808558,3.5327982902526855,5.096750573808558
66,23,The new chef claimed the restaurant .,.,.,6,11.465888977050781,16.54178116657459,11.465888977050781,16.54178116657459
67,23,The new chef started the restaurant .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
67,23,The new chef started the restaurant .,new,new,1,5.301407814025879,7.648314763025136,5.301407814025879,7.648314763025136
67,23,The new chef started the restaurant .,chef,chef,2,10.684691429138184,15.41475133824647,10.684691429138184,15.41475133824647
67,23,The new chef started the restaurant .,started,started,3,7.284160614013672,10.508822394876232,7.284160614013672,10.508822394876232
67,23,The new chef started the restaurant .,the,the,4,2.8230762481689453,4.0728381032847585,2.8230762481689453,4.0728381032847585
67,23,The new chef started the restaurant .,restaurant,restaurant,5,3.0211472511291504,4.35859415699935,3.0211472511291504,4.35859415699935
67,23,The new chef started the restaurant .,.,.,6,9.712382316589355,14.012005803361125,9.712382316589355,14.012005803361125
68,23,The new chef offered the restaurant .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
68,23,The new chef offered the restaurant .,new,new,1,5.301407814025879,7.648314763025136,5.301407814025879,7.648314763025136
68,23,The new chef offered the restaurant .,chef,chef,2,10.684691429138184,15.41475133824647,10.684691429138184,15.41475133824647
68,23,The new chef offered the restaurant .,offered,offered,3,8.54684829711914,12.330495653484066,8.54684829711914,12.330495653484066
68,23,The new chef offered the restaurant .,the,the,4,2.8973701000213623,4.180021474920779,2.8973701000213623,4.180021474920779
68,23,The new chef offered the restaurant .,restaurant,restaurant,5,4.107396125793457,5.925720021648762,4.107396125793457,5.925720021648762
68,23,The new chef offered the restaurant .,.,.,6,10.826064109802246,15.618709003557692,10.826064109802246,15.618709003557692
69,24,The apprentice baker discovered the oven .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
69,24,The apprentice baker discovered the oven .,apprentice,apprentice,1,12.744729042053223,18.386757386443733,12.744729042053223,18.386757386443733
69,24,The apprentice baker discovered the oven .,baker,baker,2,6.95528507232666,10.034355281814708,6.95528507232666,10.034355281814708
69,24,The apprentice baker discovered the oven .,discovered,discovered,3,7.325592517852783,10.568595997079505,7.325592517852783,10.568595997079505
69,24,The apprentice baker discovered the oven .,the,the,4,2.119232654571533,3.0574064412403046,2.119232654571533,3.0574064412403046
69,24,The apprentice baker discovered the oven .,oven,oven,5,6.583743095397949,9.498333514217576,6.583743095397949,9.498333514217576
69,24,The apprentice baker discovered the oven .,.,.,6,9.67801284790039,13.962421141325567,9.67801284790039,13.962421141325567
70,24,The apprentice baker worked the oven .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
70,24,The apprentice baker worked the oven .,apprentice,apprentice,1,12.744729042053223,18.386757386443733,12.744729042053223,18.386757386443733
70,24,The apprentice baker worked the oven .,baker,baker,2,6.95528507232666,10.034355281814708,6.95528507232666,10.034355281814708
70,24,The apprentice baker worked the oven .,worked,worked,3,7.0173115730285645,10.123840606781041,7.0173115730285645,10.123840606781041
70,24,The apprentice baker worked the oven .,the,the,4,3.4707770347595215,5.0072728160788635,3.4707770347595215,5.0072728160788635
70,24,The apprentice baker worked the oven .,oven,oven,5,3.1061835289001465,4.481275573235221,3.1061835289001465,4.481275573235221
70,24,The apprentice baker worked the oven .,.,.,6,9.948112487792969,14.352092552344486,9.948112487792969,14.352092552344486
71,24,The apprentice baker assigned the oven .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
71,24,The apprentice baker assigned the oven .,apprentice,apprentice,1,12.744729042053223,18.386757386443733,12.744729042053223,18.386757386443733
71,24,The apprentice baker assigned the oven .,baker,baker,2,6.95528507232666,10.034355281814708,6.95528507232666,10.034355281814708
71,24,The apprentice baker assigned the oven .,assigned,assigned,3,8.964492797851562,12.933029303545279,8.964492797851562,12.933029303545279
71,24,The apprentice baker assigned the oven .,the,the,4,2.62636661529541,3.78904609144302,2.62636661529541,3.78904609144302
71,24,The apprentice baker assigned the oven .,oven,oven,5,6.771674633026123,9.769461411580378,6.771674633026123,9.769461411580378
71,24,The apprentice baker assigned the oven .,.,.,6,9.948583602905273,14.352772227780696,9.948583602905273,14.352772227780696
72,73,The wealthy man starved .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
72,73,The wealthy man starved .,wealthy,wealthy,1,10.559680938720703,15.234399323662073,10.559680938720703,15.234399323662073
72,73,The wealthy man starved .,man,man,2,4.642940521240234,6.698347265135705,4.642940521240234,6.698347265135705
72,73,The wealthy man starved .,starved,starved,3,11.784501075744629,17.001441261327432,11.784501075744629,17.001441261327432
72,73,The wealthy man starved .,.,.,4,10.392354011535645,14.992997595605,10.392354011535645,14.992997595605
73,74,The chair melted .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
73,74,The chair melted .,chair,chair,1,8.977420806884766,12.951680478066049,8.977420806884766,12.951680478066049
73,74,The chair melted .,melted,melted,2,13.520682334899902,19.5062213539951,13.520682334899902,19.5062213539951
73,74,The chair melted .,.,.,3,7.959231376647949,11.482743636377833,7.959231376647949,11.482743636377833
74,75,The dog hatched .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
74,75,The dog hatched .,dog,dog,1,8.664730072021484,12.500563105546867,8.664730072021484,12.500563105546867
74,75,The dog hatched .,hatched,hatched,2,12.112234115600586,17.474260092663087,12.112234115600586,17.474260092663087
74,75,The dog hatched .,.,.,3,7.81787109375,11.278803857262302,7.81787109375,11.278803857262302
75,76,The toddler lectured .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
75,76,The toddler lectured .,toddler,toddler,1,11.34372329711914,16.365533345970388,11.34372329711914,16.365533345970388
75,76,The toddler lectured .,lect.ured,lectured,2,14.320101737976074,20.659539762403508,7.160050868988037,10.329769881201754
75,76,The toddler lectured .,.,.,3,10.109308242797852,14.584648868702383,10.109308242797852,14.584648868702383
76,77,The door jumped .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
76,77,The door jumped .,door,door,1,9.28708267211914,13.398428115392107,9.28708267211914,13.398428115392107
76,77,The door jumped .,jumped,jumped,2,9.946080207824707,14.349160592112575,9.946080207824707,14.349160592112575
76,77,The door jumped .,.,.,3,11.260262489318848,16.245124852448317,11.260262489318848,16.245124852448317
77,78,The elephant barked .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
77,78,The elephant barked .,elephant,elephant,1,9.534984588623047,13.756074980959163,9.534984588623047,13.756074980959163
77,78,The elephant barked .,bark.ed,barked,2,14.449952125549316,20.846874272612936,7.224976062774658,10.423437136306468
77,78,The elephant barked .,.,.,3,8.203378677368164,11.834973736373314,8.203378677368164,11.834973736373314
78,79,The chef was cooked the breakfast .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
78,79,The chef was cooked the breakfast .,chef,chef,1,10.661454200744629,15.381227104079084,10.661454200744629,15.381227104079084
78,79,The chef was cooked the breakfast .,was,was,2,3.2621307373046875,4.706259837440931,3.2621307373046875,4.706259837440931
78,79,The chef was cooked the breakfast .,cooked,cooked,3,8.007288932800293,11.552076034316062,8.007288932800293,11.552076034316062
78,79,The chef was cooked the breakfast .,the,the,4,4.606119632720947,6.645225951867804,4.606119632720947,6.645225951867804
78,79,The chef was cooked the breakfast .,breakfast,breakfast,5,6.754073143005371,9.744067829215183,6.754073143005371,9.744067829215183
78,79,The chef was cooked the breakfast .,.,.,6,8.801626205444336,12.698062478352888,8.801626205444336,12.698062478352888
79,80,The government was provided the birds .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
79,80,The government was provided the birds .,government,government,1,6.107827186584473,8.811731992692208,6.107827186584473,8.811731992692208
79,80,The government was provided the birds .,was,was,2,4.488215446472168,6.475126167066642,4.488215446472168,6.475126167066642
79,80,The government was provided the birds .,provided,provided,3,7.637644290924072,11.018791542590062,7.637644290924072,11.018791542590062
79,80,The government was provided the birds .,the,the,4,3.767197370529175,5.434916964512383,3.767197370529175,5.434916964512383
79,80,The government was provided the birds .,birds,birds,5,12.433174133300781,17.937278664621974,12.433174133300781,17.937278664621974
79,80,The government was provided the birds .,.,.,6,8.925069808959961,12.876153952974343,8.925069808959961,12.876153952974343
80,81,The artist was suggested the fire .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
80,81,The artist was suggested the fire .,artist,artist,1,8.359009742736816,12.059501902588936,8.359009742736816,12.059501902588936
80,81,The artist was suggested the fire .,was,was,2,4.288268089294434,6.18666310642747,4.288268089294434,6.18666310642747
80,81,The artist was suggested the fire .,suggested,suggested,3,8.606168746948242,12.416076972275814,8.606168746948242,12.416076972275814
