,item,Main clause subject number,condition,disambPosition,Sentence,Question,Option1,Option0,Correct answer,Question target,disambPosition_0idx,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,token,word,word_pos
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,6.924437999725342,9.989852363146845,6.924437999725342,9.989852363146845,immediately,immediately,8
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,3.6969656944274902,5.333594073687163,3.6969656944274902,5.333594073687163,to,to,9
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,5.827521800994873,8.407336802967624,5.827521800994873,8.407336802967624,check,check,10
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,2.2902779579162598,3.30417265214309,2.2902779579162598,3.30417265214309,on,on,11
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,0.8794063329696655,1.2687151555016851,0.8794063329696655,1.2687151555016851,the,the,12
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,3.1033390760421753,4.477171895202984,1.5516695380210876,2.238585947601492,patient..,patient.,13
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,13.496301651000977,19.471047462240637,13.496301651000977,19.471047462240637,Whenever,Whenever,0
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,1.394490361213684,2.0118243286904414,1.394490361213684,2.0118243286904414,the,the,1
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,9.960714340209961,14.370273182332495,9.960714340209961,14.370273182332495,nurse,nurse,2
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,10.20079517364502,14.716636610141743,5.10039758682251,7.358318305070871,"calls.,","calls,",3
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,1.8895512819290161,2.7260462639443754,1.8895512819290161,2.7260462639443754,the,the,4
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,4.18679141998291,6.040263218845806,4.18679141998291,6.040263218845806,doctor,doctor,5
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,6.050856590270996,8.729540795914268,6.050856590270996,8.729540795914268,stops,stops,6
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,6.102496147155762,8.804040928545623,6.102496147155762,8.804040928545623,working,working,7
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,6.269305229187012,9.044695563967348,6.269305229187012,9.044695563967348,immediately,immediately,8
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,3.9017393589019775,5.629020023929167,3.9017393589019775,5.629020023929167,to,to,9
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,5.681144714355469,8.19615930597318,5.681144714355469,8.19615930597318,check,check,10
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,2.3716907501220703,3.4216264837233368,2.3716907501220703,3.4216264837233368,on,on,11
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,0.9293545484542847,1.3407751982825984,0.9293545484542847,1.3407751982825984,the,the,12
9,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,3.0946966409683228,4.464703496980732,1.5473483204841614,2.232351748490366,patient..,patient.,13
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,11.773759841918945,16.985944936554088,11.773759841918945,16.985944936554088,lecturer,lecturer,2
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,10.32430911064148,14.894829554527208,5.16215455532074,7.447414777263604,"stops.,","stops,",3
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,5.116161346435547,7.381060602890366,5.116161346435547,7.381060602890366,her,her,4
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,12.516199111938477,18.05705838957249,12.516199111938477,18.05705838957249,audiences,audiences,5
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,11.218868255615234,16.185405596762713,11.218868255615234,16.185405596762713,needs,needs,6
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,9.454622268676758,13.64013666049832,9.454622268676758,13.64013666049832,several,several,7
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,4.463619709014893,6.439642018610024,4.463619709014893,6.439642018610024,minutes,minutes,8
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,0.9558432102203369,1.3789902592522671,0.9558432102203369,1.3789902592522671,to,to,9
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,8.53543472290039,12.314029346559858,8.53543472290039,12.314029346559858,reflect,reflect,10
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,1.9147247076034546,2.7623638403270747,1.9147247076034546,2.7623638403270747,on,on,11
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,1.3040034770965576,1.8812793497091687,1.3040034770965576,1.8812793497091687,the,the,12
10,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,7.240215539932251,10.445423054427467,3.6201077699661255,5.222711527213733,content..,content.,13
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,11.773759841918945,16.985944936554088,11.773759841918945,16.985944936554088,lecturer,lecturer,2
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,10.32430911064148,14.894829554527208,5.16215455532074,7.447414777263604,"stops.,","stops,",3
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,5.116161346435547,7.381060602890366,5.116161346435547,7.381060602890366,her,her,4
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,7.676723003387451,11.075170207265305,7.676723003387451,11.075170207265305,audience,audience,5
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,6.900242805480957,9.954946076397125,6.900242805480957,9.954946076397125,needs,needs,6
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,9.210700988769531,13.288232639608875,9.210700988769531,13.288232639608875,several,several,7
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,4.333382606506348,6.251749596681198,4.333382606506348,6.251749596681198,minutes,minutes,8
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,0.8172429800033569,1.1790323944521615,0.8172429800033569,1.1790323944521615,to,to,9
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,9.037515640258789,13.0383789961578,9.037515640258789,13.0383789961578,reflect,reflect,10
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,1.9088629484176636,2.7539071094188485,1.9088629484176636,2.7539071094188485,on,on,11
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,1.1616134643554688,1.6758539844554834,1.1616134643554688,1.6758539844554834,the,the,12
11,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,7.289757013320923,10.516896292403636,3.6448785066604614,5.258448146201818,content..,content.,13
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,9.239972114562988,13.330461947632333,9.239972114562988,13.330461947632333,actress,actress,2
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,10.700233936309814,15.437174436265963,5.350116968154907,7.718587218132981,"begins.,","begins,",3
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,2.62534236907959,3.787568416506807,2.62534236907959,3.787568416506807,the,the,4
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,8.197803497314453,11.826930451757763,8.197803497314453,11.826930451757763,scenes,scenes,5
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,14.214223861694336,20.50679027535199,14.214223861694336,20.50679027535199,fails,fails,6
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,10.639089584350586,15.348961782916014,10.639089584350586,15.348961782916014,dramatically,dramatically,7
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,7.999825477600098,11.541308544510844,7.999825477600098,11.541308544510844,despite,despite,8
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,1.2055175304412842,1.7391941628723506,1.2055175304412842,1.7391941628723506,the,the,9
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,11.591571807861328,16.723103163309855,11.591571807861328,16.723103163309855,months,months,10
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,4.066593170166016,5.866853799911439,4.066593170166016,5.866853799911439,she,she,11
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,3.4029152393341064,4.909368940352795,3.4029152393341064,4.909368940352795,spent,spent,12
12,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,11.229011535644531,16.20003925655933,5.614505767822266,8.100019628279664,rehearsing..,rehearsing.,13
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,9.239972114562988,13.330461947632333,9.239972114562988,13.330461947632333,actress,actress,2
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,10.700233936309814,15.437174436265963,5.350116968154907,7.718587218132981,"begins.,","begins,",3
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,2.62534236907959,3.787568416506807,2.62534236907959,3.787568416506807,the,the,4
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,6.896461486816406,9.949490786711756,6.896461486816406,9.949490786711756,scene,scene,5
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,9.077842712402344,13.096558663152878,9.077842712402344,13.096558663152878,fails,fails,6
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,10.797904968261719,15.578083949701481,10.797904968261719,15.578083949701481,dramatically,dramatically,7
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,6.936701774597168,10.007545250337007,6.936701774597168,10.007545250337007,despite,despite,8
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,1.3707096576690674,1.9775160256177722,1.3707096576690674,1.9775160256177722,the,the,9
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,11.619074821472168,16.762781624655716,11.619074821472168,16.762781624655716,months,months,10
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,4.023229122161865,5.8042927029029805,4.023229122161865,5.8042927029029805,she,she,11
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,3.6251726150512695,5.230018554100942,3.6251726150512695,5.230018554100942,spent,spent,12
13,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,11.566011309623718,16.686227159259804,5.783005654811859,8.343113579629902,rehearsing..,rehearsing.,13
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,9.242095947265625,13.333525990540105,9.242095947265625,13.333525990540105,After,After,0
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,1.1599382162094116,1.6734371122629084,1.1599382162094116,1.6734371122629084,the,the,1
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,9.393807411193848,13.552399367195356,9.393807411193848,13.552399367195356,worst,worst,2
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,9.371614456176758,13.520381701049528,9.371614456176758,13.520381701049528,team,team,3
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,12.15733289718628,17.539323881206897,6.07866644859314,8.769661940603449,"loses.,","loses,",4
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,1.4269789457321167,2.058695448460686,1.4269789457321167,2.058695448460686,the,the,5
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,11.725154876708984,16.9158227942831,11.725154876708984,16.9158227942831,tournaments,tournaments,6
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,9.339529991149902,13.47409360246571,9.339529991149902,13.47409360246571,remains,remains,7
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,5.807842254638672,8.37894521903259,5.807842254638672,8.37894521903259,essentially,essentially,8
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,2.5127062797546387,3.6250688890125735,2.5127062797546387,3.6250688890125735,the,the,9
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,0.18722446262836456,0.27010780376704263,0.18722446262836456,0.27010780376704263,same,same,10
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,3.722682476043701,5.370695546992495,3.722682476043701,5.370695546992495,for,for,11
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,1.2790712118148804,1.845309694229165,1.2790712118148804,1.845309694229165,the,the,12
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,3.1861653327941895,4.596664925074511,3.1861653327941895,4.596664925074511,rest,rest,13
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,0.031393375247716904,0.04529106678664751,0.031393375247716904,0.04529106678664751,of,of,14
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,0.15768663585186005,0.2274937275579423,0.15768663585186005,0.2274937275579423,the,the,15
14,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,2.379961222410202,3.433558253079234,1.189980611205101,1.716779126539617,year..,year.,16
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,9.242095947265625,13.333525990540105,9.242095947265625,13.333525990540105,After,After,0
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,1.1599382162094116,1.6734371122629084,1.1599382162094116,1.6734371122629084,the,the,1
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,9.393807411193848,13.552399367195356,9.393807411193848,13.552399367195356,worst,worst,2
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,9.371614456176758,13.520381701049528,9.371614456176758,13.520381701049528,team,team,3
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,12.15733289718628,17.539323881206897,6.07866644859314,8.769661940603449,"loses.,","loses,",4
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,1.4269789457321167,2.058695448460686,1.4269789457321167,2.058695448460686,the,the,5
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,7.427267074584961,10.715281375861602,7.427267074584961,10.715281375861602,tournament,tournament,6
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,5.541093349456787,7.994107896364123,5.541093349456787,7.994107896364123,remains,remains,7
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,5.912090301513672,8.529343359281512,5.912090301513672,8.529343359281512,essentially,essentially,8
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,2.235292434692383,3.224845310467318,2.235292434692383,3.224845310467318,the,the,9
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,0.3395291864871979,0.48983707358214446,0.3395291864871979,0.48983707358214446,same,same,10
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,3.408902406692505,4.918006597009729,3.408902406692505,4.918006597009729,for,for,11
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,0.8979966044425964,1.295535247964462,0.8979966044425964,1.295535247964462,the,the,12
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,3.229233980178833,4.658799849074132,3.229233980178833,4.658799849074132,rest,rest,13
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,0.027054212987422943,0.03903097891210887,0.027054212987422943,0.03903097891210887,of,of,14
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,0.07988020032644272,0.11524276887617586,0.07988020032644272,0.11524276887617586,the,the,15
15,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,1.7549713551998138,2.531888471048955,0.8774856775999069,1.2659442355244774,year..,year.,16
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,10.716498374938965,15.46063906121908,10.716498374938965,15.46063906121908,supervisor,supervisor,2
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,10.122764587402344,14.604062270331776,5.061382293701172,7.302031135165888,"works.,","works,",3
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,1.2815437316894531,1.8488767863907103,1.2815437316894531,1.8488767863907103,the,the,4
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,12.57746410369873,18.14544508936511,12.57746410369873,18.14544508936511,shifts,shifts,5
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,10.604843139648438,15.299554606976146,10.604843139648438,15.299554606976146,seems,seems,6
16,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,10.76111888885498,15.525012855367633,10.76111888885498,15.525012855367633,unnecessarily,unnecessarily,7
