,item#_in_Provo,item,Sentence,Question,Option1,Option0,Correct answer,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,token,word,word_pos
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,1.9821994304656982,2.8597092883857904,1.9821994304656982,2.8597092883857904,he,he,6
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,9.175097465515137,13.236867613171585,9.175097465515137,13.236867613171585,bore,bore,7
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,4.23867130279541,6.1151100685013,4.23867130279541,6.1151100685013,up,up,8
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,6.996521472930908,10.093846832470568,6.996521472930908,10.093846832470568,well,well,9
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,2.9735002517700195,4.289854067310691,2.9735002517700195,4.289854067310691,to,to,10
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,1.1153841018676758,1.6091591124508864,1.1153841018676758,1.6091591124508864,the,the,11
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,9.464046001434326,13.653732233014328,4.732023000717163,6.826866116507164,"work.,","work,",12
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,5.908811569213867,8.52461314845218,5.908811569213867,8.52461314845218,taking,taking,13
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,6.589495658874512,9.50663270901761,6.589495658874512,9.50663270901761,pride,pride,14
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,0.13617902994155884,0.19646481116975661,0.13617902994155884,0.19646481116975661,in,in,15
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,4.203091382980347,6.063779094628881,2.1015456914901733,3.0318895473144405,it..,it.,16
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,9.371075630187988,13.519604339467628,9.371075630187988,13.519604339467628,These,These,0
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,7.25688362121582,10.469470012636407,3.62844181060791,5.234735006318203,"days.,","days,",1
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,15.36484146118164,22.16678058009189,15.36484146118164,22.16678058009189,neuroscience,neuroscience,2
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,2.422880172729492,3.4954772098650335,2.422880172729492,3.4954772098650335,is,is,3
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,8.197219848632812,11.826088424699138,8.197219848632812,11.826088424699138,beginning,beginning,4
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,0.024634437635540962,0.03553998101188339,0.024634437635540962,0.03553998101188339,to,to,5
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,8.499329566955566,12.261940617127737,8.499329566955566,12.261940617127737,catch,catch,6
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,1.84754478931427,2.665443705363942,1.84754478931427,2.665443705363942,up,up,7
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,3.2108640670776367,4.632297666541475,3.2108640670776367,4.632297666541475,to,to,8
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,11.485655784606934,16.57029864181006,11.485655784606934,16.57029864181006,musicians,musicians,9
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,1.831365704536438,2.6421022199888418,1.831365704536438,2.6421022199888418,who,who,10
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,6.755731582641602,9.746460451853988,6.755731582641602,9.746460451853988,practice,practice,11
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,12.772844672203064,18.42731966663238,6.386422336101532,9.21365983331619,mentally..,mentally.,12
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,13.895946502685547,20.047613107882775,13.895946502685547,20.047613107882775,Hybrid,Hybrid,0
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,5.822193145751953,8.399649178474057,5.822193145751953,8.399649178474057,vehicles,vehicles,1
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,6.100121021270752,8.800614346209834,6.100121021270752,8.800614346209834,have,have,2
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,2.596406936645508,3.7458234116281792,2.596406936645508,3.7458234116281792,a,a,3
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,9.682783126831055,13.969303199082495,9.682783126831055,13.969303199082495,halo,halo,4
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,3.081480026245117,4.445635952462223,3.081480026245117,4.445635952462223,that,that,5
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,4.174138069152832,6.022008292352624,4.174138069152832,6.022008292352624,makes,makes,6
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,11.874691009521484,17.131557831525406,11.874691009521484,17.131557831525406,owners,owners,7
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,4.589611530303955,6.621409794376323,4.589611530303955,6.621409794376323,feel,feel,8
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,11.96564769744873,17.262780594133726,11.96564769744873,17.262780594133726,righteous,righteous,9
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,1.6741756200790405,2.415324864665237,1.6741756200790405,2.415324864665237,and,and,10
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,5.789933204650879,8.353107921428167,5.789933204650879,8.353107921428167,their,their,11
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,8.483343124389648,12.238877055716431,8.483343124389648,12.238877055716431,neighbors,neighbors,12
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,4.91063117980957,7.084543250745987,4.91063117980957,7.084543250745987,feel,feel,13
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,6.638148307800293,9.576823644348947,6.638148307800293,9.576823644348947,guilty,guilty,14
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,4.169126987457275,6.014778829640955,4.169126987457275,6.014778829640955,for,for,15
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,3.7270679473876953,5.377022444752436,3.7270679473876953,5.377022444752436,not,not,16
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,3.2903892993927,4.7470283248279594,3.2903892993927,4.7470283248279594,doing,doing,17
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,7.428581714630127,10.717178000535318,7.428581714630127,10.717178000535318,as,as,18
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,1.939751386642456,2.7984697060665615,1.939751386642456,2.7984697060665615,much,much,19
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,4.160691261291504,6.002608649335299,4.160691261291504,6.002608649335299,to,to,20
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,7.259550094604492,10.473316920570907,7.259550094604492,10.473316920570907,save,save,21
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,2.3075098991394043,3.3290330882906107,2.3075098991394043,3.3290330882906107,the,the,22
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,6.632061004638672,9.56804152226529,3.316030502319336,4.784020761132645,planet..,planet.,23
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,2.5537118911743164,3.6842274812563627,2.5537118911743164,3.6842274812563627,<UNK>,Binge,0
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,11.132951736450195,16.06145426063287,11.132951736450195,16.06145426063287,drinking,drinking,1
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,6.93918514251709,10.01112799291978,6.93918514251709,10.01112799291978,may,may,2
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,3.436767816543579,4.958207885614213,3.436767816543579,4.958207885614213,not,not,3
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,4.987570285797119,7.195542917404654,4.987570285797119,7.195542917404654,necessarily,necessarily,4
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,6.456153869628906,9.314261170929715,6.456153869628906,9.314261170929715,kill,kill,5
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,3.3197128772735596,4.789333305217797,3.3197128772735596,4.789333305217797,or,or,6
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,4.640817642211914,6.69528459808914,4.640817642211914,6.69528459808914,even,even,7
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,6.742081642150879,9.726767750399592,6.742081642150879,9.726767750399592,damage,damage,8
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,9.194887161254883,13.265418109076018,9.194887161254883,13.265418109076018,brain,brain,9
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,4.952423572540283,7.1448369284854705,2.4762117862701416,3.5724184642427352,"cells.,","cells,",10
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,2.9501113891601562,4.256111071211408,2.9501113891601562,4.256111071211408,as,as,11
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,8.51652717590332,12.286751522271809,8.51652717590332,12.286751522271809,commonly,commonly,12
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,5.360819578170776,7.7340278205274435,2.680409789085388,3.8670139102637218,"thought.,","thought,",13
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,4.987517833709717,7.195467245038274,4.987517833709717,7.195467245038274,a,a,14
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,5.511606216430664,7.951566955777302,5.511606216430664,7.951566955777302,new,new,15
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,6.197945594787598,8.941745373299664,6.197945594787598,8.941745373299664,animal,animal,16
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,8.788835525512695,12.679609427845913,8.788835525512695,12.679609427845913,study,study,17
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,11.33309268951416,16.350196621097044,5.66654634475708,8.175098310548522,suggests..,suggests.,18
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,9.76907193660736,14.093791637030982,4.88453596830368,7.046895818515491,"attacked.,","attacked,",1
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,3.043395519256592,4.390691623095177,3.043395519256592,4.390691623095177,a,a,2
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,12.567214012145996,18.130657333113323,6.283607006072998,9.065328666556661,skunk.s,skunk's,3
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,8.271051406860352,11.932604847615114,8.271051406860352,11.932604847615114,natural,natural,4
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,8.05931568145752,11.62713476659742,8.05931568145752,11.62713476659742,inclination,inclination,5
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,1.2247366905212402,1.7669215498097544,1.2247366905212402,1.7669215498097544,is,is,6
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,2.1039533615112305,3.0353630809139167,2.1039533615112305,3.0353630809139167,to,to,7
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,4.953855991363525,7.146903472018238,4.953855991363525,7.146903472018238,turn,turn,8
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,5.22695255279541,7.540898526879846,2.613476276397705,3.770449263439923,"around.,","around,",9
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,11.729253768920898,16.921736245750363,11.729253768920898,16.921736245750363,lick,lick,10
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,3.9177465438842773,5.652113510321723,3.9177465438842773,5.652113510321723,its,its,11
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,2.9958066940307617,4.32203546094014,2.9958066940307617,4.32203546094014,tail,tail,12
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,2.199800968170166,3.173641947721839,2.199800968170166,3.173641947721839,and,and,13
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,8.610650062561035,12.422542144087048,8.610650062561035,12.422542144087048,spray,spray,14
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,3.3455684185028076,4.826634966328733,3.3455684185028076,4.826634966328733,a,a,15
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,9.30001163482666,13.417080665774085,9.30001163482666,13.417080665774085,noxious,noxious,16
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,6.052102327346802,8.731338014615785,3.026051163673401,4.3656690073078925,scent..,scent.,17
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,8.75776481628418,12.63478386972503,8.75776481628418,12.63478386972503,All,All,0
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,6.2885637283325195,9.072479705179537,6.2885637283325195,9.072479705179537,that,that,1
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,4.132605075836182,5.962088848861418,4.132605075836182,5.962088848861418,the,the,2
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,9.43629264831543,13.613692608101655,9.43629264831543,13.613692608101655,brain,brain,3
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,2.268868923187256,3.2732859439093365,2.268868923187256,3.2732859439093365,has,has,4
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,2.7858967781066895,4.0191994662030615,2.7858967781066895,4.0191994662030615,to,to,5
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,5.478146553039551,7.9032948653331285,5.478146553039551,7.9032948653331285,work,work,6
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,2.4256105422973633,3.4994163005003953,2.4256105422973633,3.4994163005003953,with,with,7
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,5.922211170196533,8.543944686339763,5.922211170196533,8.543944686339763,are,are,8
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,10.595688819885254,15.28634771525109,10.595688819885254,15.28634771525109,imperfect,imperfect,9
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,13.961018562316895,20.14149224561335,13.961018562316895,20.14149224561335,incoming,incoming,10
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,7.688753128051758,11.092526008459776,7.688753128051758,11.092526008459776,electrical,electrical,11
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,1.4343035221099854,2.0692625784776495,1.4343035221099854,2.0692625784776495,impulses,impulses,12
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,14.568140029907227,21.017383376123153,14.568140029907227,21.017383376123153,announcing,announcing,13
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,2.6252846717834473,3.7874851769037896,2.6252846717834473,3.7874851769037896,that,that,14
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,6.992279052734375,10.087726313891661,6.992279052734375,10.087726313891661,things,things,15
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,0.9042640328407288,1.304577235833574,0.9042640328407288,1.304577235833574,are,are,16
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,6.831754565238953,9.856138431840773,3.4158772826194763,4.928069215920386,happening..,happening.,17
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,8.935513496398926,12.891221009051133,8.935513496398926,12.891221009051133,There,There,0
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,10.046427726745605,14.493931460025268,10.046427726745605,14.493931460025268,often,often,1
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,5.313740253448486,7.666106712222195,5.313740253448486,7.666106712222195,seems,seems,2
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,0.12312731891870499,0.17763517240196952,0.12312731891870499,0.17763517240196952,to,to,3
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,0.29087525606155396,0.4196442894373113,0.29087525606155396,0.4196442894373113,be,be,4
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,4.074323654174805,5.878006530854591,4.074323654174805,5.878006530854591,more,more,5
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,13.31881332397461,19.21498593302402,13.31881332397461,19.21498593302402,diving,diving,6
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,2.7088682651519775,3.9080708125562476,2.7088682651519775,3.9080708125562476,in,in,7
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,12.18233585357666,17.575395522398864,12.18233585357666,17.575395522398864,soccer,soccer,8
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,0.8513744473457336,1.2282736931252718,0.8513744473457336,1.2282736931252718,than,than,9
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,1.849619746208191,2.66843723538486,1.849619746208191,2.66843723538486,in,in,10
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,1.2272132635116577,1.7704944893814294,1.2272132635116577,1.7704944893814294,the,the,11
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,7.599220275878906,10.963357406633358,7.599220275878906,10.963357406633358,Summer,Summer,12
15,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,0.981989860534668,1.4167119019966103,0.490994930267334,0.7083559509983052,Olympics..,Olympics.,13
16,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,10.481152534484863,15.121106784302103,10.481152534484863,15.121106784302103,Susan,Susan,0
16,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,2.934831380844116,4.234066678989115,2.934831380844116,4.234066678989115,B.,B.,1
16,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,0.29913386702537537,0.43155894651944765,0.29913386702537537,0.43155894651944765,Anthony,Anthony,2
16,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,10.266345024108887,14.811205054336977,10.266345024108887,14.811205054336977,spent,spent,3
