,triplet#,Sentence,sum_surprisal,mean_surprisal,token,word,word_pos
55,19,The patient called the treatment .,12.194842338562012,12.194842338562012,patient,patient,1
55,19,The patient called the treatment .,6.558788776397705,6.558788776397705,called,called,2
55,19,The patient called the treatment .,1.5073240995407104,1.5073240995407104,the,the,3
55,19,The patient called the treatment .,8.046684265136719,8.046684265136719,treatment,treatment,4
55,19,The patient called the treatment .,2.469992160797119,2.469992160797119,.,.,5
56,19,The patient refused the treatment .,5.1062774658203125,5.1062774658203125,The,The,0
56,19,The patient refused the treatment .,12.194842338562012,12.194842338562012,patient,patient,1
56,19,The patient refused the treatment .,9.230911254882812,9.230911254882812,refused,refused,2
56,19,The patient refused the treatment .,3.7855889797210693,3.7855889797210693,the,the,3
56,19,The patient refused the treatment .,5.682232856750488,5.682232856750488,treatment,treatment,4
56,19,The patient refused the treatment .,1.6074386835098267,1.6074386835098267,.,.,5
57,20,The operator observed the machine .,5.1062774658203125,5.1062774658203125,The,The,0
57,20,The operator observed the machine .,12.070655822753906,12.070655822753906,operator,operator,1
57,20,The operator observed the machine .,9.086061477661133,9.086061477661133,observed,observed,2
57,20,The operator observed the machine .,1.4537582397460938,1.4537582397460938,the,the,3
57,20,The operator observed the machine .,7.151113510131836,7.151113510131836,machine,machine,4
57,20,The operator observed the machine .,2.2645175457000732,2.2645175457000732,.,.,5
58,20,The operator stopped the machine .,5.1062774658203125,5.1062774658203125,The,The,0
58,20,The operator stopped the machine .,12.070655822753906,12.070655822753906,operator,operator,1
58,20,The operator stopped the machine .,8.568853378295898,8.568853378295898,stopped,stopped,2
58,20,The operator stopped the machine .,2.197309732437134,2.197309732437134,the,the,3
58,20,The operator stopped the machine .,6.55162239074707,6.55162239074707,machine,machine,4
58,20,The operator stopped the machine .,2.6910312175750732,2.6910312175750732,.,.,5
59,20,The operator brought the machine .,5.1062774658203125,5.1062774658203125,The,The,0
59,20,The operator brought the machine .,12.070655822753906,12.070655822753906,operator,operator,1
59,20,The operator brought the machine .,8.553163528442383,8.553163528442383,brought,brought,2
59,20,The operator brought the machine .,1.7381539344787598,1.7381539344787598,the,the,3
59,20,The operator brought the machine .,7.150984764099121,7.150984764099121,machine,machine,4
59,20,The operator brought the machine .,4.51677942276001,4.51677942276001,.,.,5
60,21,The dancer knew the ballet .,5.1062774658203125,5.1062774658203125,The,The,0
60,21,The dancer knew the ballet .,13.221335411071777,13.221335411071777,dancer,dancer,1
60,21,The dancer knew the ballet .,7.90709924697876,7.90709924697876,knew,knew,2
60,21,The dancer knew the ballet .,2.045708656311035,2.045708656311035,the,the,3
60,21,The dancer knew the ballet .,8.157381057739258,8.157381057739258,ballet,ballet,4
60,21,The dancer knew the ballet .,2.8864023685455322,2.8864023685455322,.,.,5
61,21,The dancer began the ballet .,5.1062774658203125,5.1062774658203125,The,The,0
61,21,The dancer began the ballet .,13.221335411071777,13.221335411071777,dancer,dancer,1
61,21,The dancer began the ballet .,7.24543571472168,7.24543571472168,began,began,2
61,21,The dancer began the ballet .,3.271270275115967,3.271270275115967,the,the,3
61,21,The dancer began the ballet .,6.642695426940918,6.642695426940918,ballet,ballet,4
61,21,The dancer began the ballet .,2.6190643310546875,2.6190643310546875,.,.,5
62,21,The dancer assigned the ballet .,5.1062774658203125,5.1062774658203125,The,The,0
62,21,The dancer assigned the ballet .,13.221335411071777,13.221335411071777,dancer,dancer,1
62,21,The dancer assigned the ballet .,9.662063598632812,9.662063598632812,assigned,assigned,2
62,21,The dancer assigned the ballet .,2.0386390686035156,2.0386390686035156,the,the,3
62,21,The dancer assigned the ballet .,7.597075462341309,7.597075462341309,ballet,ballet,4
62,21,The dancer assigned the ballet .,4.448764801025391,4.448764801025391,.,.,5
63,22,The contestant revealed the money .,5.1062774658203125,5.1062774658203125,The,The,0
63,22,The contestant revealed the money .,12.989222526550293,12.989222526550293,contestant,contestant,1
63,22,The contestant revealed the money .,8.217544555664062,8.217544555664062,revealed,revealed,2
63,22,The contestant revealed the money .,2.2327983379364014,2.2327983379364014,the,the,3
63,22,The contestant revealed the money .,4.840854644775391,4.840854644775391,money,money,4
63,22,The contestant revealed the money .,3.4909982681274414,3.4909982681274414,.,.,5
64,22,The contestant lost the money .,5.1062774658203125,5.1062774658203125,The,The,0
64,22,The contestant lost the money .,12.989222526550293,12.989222526550293,contestant,contestant,1
64,22,The contestant lost the money .,7.0983147621154785,7.0983147621154785,lost,lost,2
64,22,The contestant lost the money .,1.5242527723312378,1.5242527723312378,the,the,3
64,22,The contestant lost the money .,3.3095154762268066,3.3095154762268066,money,money,4
64,22,The contestant lost the money .,2.109779119491577,2.109779119491577,.,.,5
65,22,The contestant paid the money .,5.1062774658203125,5.1062774658203125,The,The,0
65,22,The contestant paid the money .,12.989222526550293,12.989222526550293,contestant,contestant,1
65,22,The contestant paid the money .,7.947953701019287,7.947953701019287,paid,paid,2
65,22,The contestant paid the money .,2.011630058288574,2.011630058288574,the,the,3
65,22,The contestant paid the money .,3.516920566558838,3.516920566558838,money,money,4
65,22,The contestant paid the money .,2.5207390785217285,2.5207390785217285,.,.,5
66,23,The new chef claimed the restaurant .,5.1062774658203125,5.1062774658203125,The,The,0
66,23,The new chef claimed the restaurant .,6.836735725402832,6.836735725402832,new,new,1
66,23,The new chef claimed the restaurant .,12.097335815429688,12.097335815429688,chef,chef,2
66,23,The new chef claimed the restaurant .,8.621428489685059,8.621428489685059,claimed,claimed,3
66,23,The new chef claimed the restaurant .,2.2549517154693604,2.2549517154693604,the,the,4
66,23,The new chef claimed the restaurant .,5.447300434112549,5.447300434112549,restaurant,restaurant,5
66,23,The new chef claimed the restaurant .,3.5175232887268066,3.5175232887268066,.,.,6
67,23,The new chef started the restaurant .,5.1062774658203125,5.1062774658203125,The,The,0
67,23,The new chef started the restaurant .,6.836735725402832,6.836735725402832,new,new,1
67,23,The new chef started the restaurant .,12.097335815429688,12.097335815429688,chef,chef,2
67,23,The new chef started the restaurant .,6.728557586669922,6.728557586669922,started,started,3
67,23,The new chef started the restaurant .,2.3040409088134766,2.3040409088134766,the,the,4
67,23,The new chef started the restaurant .,4.474448204040527,4.474448204040527,restaurant,restaurant,5
67,23,The new chef started the restaurant .,2.922391176223755,2.922391176223755,.,.,6
68,23,The new chef offered the restaurant .,5.1062774658203125,5.1062774658203125,The,The,0
68,23,The new chef offered the restaurant .,6.836735725402832,6.836735725402832,new,new,1
68,23,The new chef offered the restaurant .,12.097335815429688,12.097335815429688,chef,chef,2
68,23,The new chef offered the restaurant .,7.182056427001953,7.182056427001953,offered,offered,3
68,23,The new chef offered the restaurant .,2.0642192363739014,2.0642192363739014,the,the,4
68,23,The new chef offered the restaurant .,5.830836296081543,5.830836296081543,restaurant,restaurant,5
68,23,The new chef offered the restaurant .,4.510058403015137,4.510058403015137,.,.,6
69,24,The apprentice baker discovered the oven .,5.1062774658203125,5.1062774658203125,The,The,0
69,24,The apprentice baker discovered the oven .,12.739585876464844,12.739585876464844,apprentice,apprentice,1
69,24,The apprentice baker discovered the oven .,9.144943237304688,9.144943237304688,baker,baker,2
69,24,The apprentice baker discovered the oven .,9.736495971679688,9.736495971679688,discovered,discovered,3
69,24,The apprentice baker discovered the oven .,1.728937029838562,1.728937029838562,the,the,4
69,24,The apprentice baker discovered the oven .,8.972017288208008,8.972017288208008,oven,oven,5
69,24,The apprentice baker discovered the oven .,2.248373508453369,2.248373508453369,.,.,6
70,24,The apprentice baker worked the oven .,5.1062774658203125,5.1062774658203125,The,The,0
70,24,The apprentice baker worked the oven .,12.739585876464844,12.739585876464844,apprentice,apprentice,1
70,24,The apprentice baker worked the oven .,9.144943237304688,9.144943237304688,baker,baker,2
70,24,The apprentice baker worked the oven .,8.787240982055664,8.787240982055664,worked,worked,3
70,24,The apprentice baker worked the oven .,4.110912799835205,4.110912799835205,the,the,4
70,24,The apprentice baker worked the oven .,7.811769485473633,7.811769485473633,oven,oven,5
70,24,The apprentice baker worked the oven .,2.3410186767578125,2.3410186767578125,.,.,6
71,24,The apprentice baker assigned the oven .,5.1062774658203125,5.1062774658203125,The,The,0
71,24,The apprentice baker assigned the oven .,12.739585876464844,12.739585876464844,apprentice,apprentice,1
71,24,The apprentice baker assigned the oven .,9.144943237304688,9.144943237304688,baker,baker,2
71,24,The apprentice baker assigned the oven .,10.295543670654297,10.295543670654297,assigned,assigned,3
71,24,The apprentice baker assigned the oven .,1.626003623008728,1.626003623008728,the,the,4
71,24,The apprentice baker assigned the oven .,10.175084114074707,10.175084114074707,oven,oven,5
71,24,The apprentice baker assigned the oven .,3.756129503250122,3.756129503250122,.,.,6
72,73,The wealthy man starved .,5.1062774658203125,5.1062774658203125,The,The,0
72,73,The wealthy man starved .,11.697258949279785,11.697258949279785,wealthy,wealthy,1
72,73,The wealthy man starved .,4.037693977355957,4.037693977355957,man,man,2
72,73,The wealthy man starved .,10.791959762573242,10.791959762573242,starved,starved,3
72,73,The wealthy man starved .,4.086721420288086,4.086721420288086,.,.,4
73,74,The chair melted .,5.1062774658203125,5.1062774658203125,The,The,0
73,74,The chair melted .,11.915289878845215,11.915289878845215,chair,chair,1
73,74,The chair melted .,14.331188201904297,14.331188201904297,melted,melted,2
73,74,The chair melted .,2.452939510345459,2.452939510345459,.,.,3
74,75,The dog hatched .,5.1062774658203125,5.1062774658203125,The,The,0
74,75,The dog hatched .,10.930047988891602,10.930047988891602,dog,dog,1
74,75,The dog hatched .,11.478901863098145,11.478901863098145,hatched,hatched,2
74,75,The dog hatched .,3.625389575958252,3.625389575958252,.,.,3
75,76,The toddler lectured .,5.1062774658203125,5.1062774658203125,The,The,0
75,76,The toddler lectured .,14.077813148498535,14.077813148498535,toddler,toddler,1
75,76,The toddler lectured .,14.647241592407227,14.647241592407227,lectured,lectured,2
75,76,The toddler lectured .,4.160161972045898,4.160161972045898,.,.,3
76,77,The door jumped .,5.1062774658203125,5.1062774658203125,The,The,0
76,77,The door jumped .,11.741596221923828,11.741596221923828,door,door,1
76,77,The door jumped .,11.330135345458984,11.330135345458984,jumped,jumped,2
76,77,The door jumped .,3.9749016761779785,3.9749016761779785,.,.,3
77,78,The elephant barked .,5.1062774658203125,5.1062774658203125,The,The,0
77,78,The elephant barked .,12.384906768798828,12.384906768798828,elephant,elephant,1
77,78,The elephant barked .,3.97387957572937,3.97387957572937,<UNK>,barked,2
77,78,The elephant barked .,2.8171985149383545,2.8171985149383545,.,.,3
78,79,The chef was cooked the breakfast .,5.1062774658203125,5.1062774658203125,The,The,0
78,79,The chef was cooked the breakfast .,13.03238582611084,13.03238582611084,chef,chef,1
78,79,The chef was cooked the breakfast .,3.484769344329834,3.484769344329834,was,was,2
78,79,The chef was cooked the breakfast .,9.880135536193848,9.880135536193848,cooked,cooked,3
78,79,The chef was cooked the breakfast .,4.882671356201172,4.882671356201172,the,the,4
78,79,The chef was cooked the breakfast .,5.530376434326172,5.530376434326172,breakfast,breakfast,5
78,79,The chef was cooked the breakfast .,2.925370931625366,2.925370931625366,.,.,6
79,80,The government was provided the birds .,5.1062774658203125,5.1062774658203125,The,The,0
79,80,The government was provided the birds .,8.939437866210938,8.939437866210938,government,government,1
79,80,The government was provided the birds .,2.8534889221191406,2.8534889221191406,was,was,2
79,80,The government was provided the birds .,7.927167892456055,7.927167892456055,provided,provided,3
79,80,The government was provided the birds .,4.7945556640625,4.7945556640625,the,the,4
79,80,The government was provided the birds .,11.794346809387207,11.794346809387207,birds,birds,5
79,80,The government was provided the birds .,3.676288604736328,3.676288604736328,.,.,6
80,81,The artist was suggested the fire .,5.1062774658203125,5.1062774658203125,The,The,0
80,81,The artist was suggested the fire .,9.547713279724121,9.547713279724121,artist,artist,1
80,81,The artist was suggested the fire .,3.0978174209594727,3.0978174209594727,was,was,2
80,81,The artist was suggested the fire .,9.8099946975708,9.8099946975708,suggested,suggested,3
80,81,The artist was suggested the fire .,4.748112678527832,4.748112678527832,the,the,4
80,81,The artist was suggested the fire .,8.578239440917969,8.578239440917969,fire,fire,5
80,81,The artist was suggested the fire .,2.4066073894500732,2.4066073894500732,.,.,6
81,82,The secretary was presented the rice .,5.1062774658203125,5.1062774658203125,The,The,0
81,82,The secretary was presented the rice .,12.705519676208496,12.705519676208496,secretary,secretary,1
81,82,The secretary was presented the rice .,3.945234537124634,3.945234537124634,was,was,2
81,82,The secretary was presented the rice .,6.713949680328369,6.713949680328369,presented,presented,3
81,82,The secretary was presented the rice .,4.305202007293701,4.305202007293701,the,the,4
81,82,The secretary was presented the rice .,12.725334167480469,12.725334167480469,rice,rice,5
81,82,The secretary was presented the rice .,3.0425302982330322,3.0425302982330322,.,.,6
82,83,The infant was taught the cream .,5.1062774658203125,5.1062774658203125,The,The,0
82,83,The infant was taught the cream .,12.188557624816895,12.188557624816895,infant,infant,1
82,83,The infant was taught the cream .,3.766094446182251,3.766094446182251,was,was,2
82,83,The infant was taught the cream .,6.071313858032227,6.071313858032227,taught,taught,3
82,83,The infant was taught the cream .,3.3713550567626953,3.3713550567626953,the,the,4
82,83,The infant was taught the cream .,10.59874153137207,10.59874153137207,cream,cream,5
82,83,The infant was taught the cream .,4.381617546081543,4.381617546081543,.,.,6
83,84,The clerk was granted the finger .,5.1062774658203125,5.1062774658203125,The,The,0
83,84,The clerk was granted the finger .,12.607924461364746,12.607924461364746,clerk,clerk,1
83,84,The clerk was granted the finger .,3.366483211517334,3.366483211517334,was,was,2
83,84,The clerk was granted the finger .,5.976936340332031,5.976936340332031,granted,granted,3
83,84,The clerk was granted the finger .,1.5599900484085083,1.5599900484085083,the,the,4
83,84,The clerk was granted the finger .,11.052550315856934,11.052550315856934,finger,finger,5
83,84,The clerk was granted the finger .,3.007936954498291,3.007936954498291,.,.,6
84,85,The woman washed the magazine .,5.1062774658203125,5.1062774658203125,The,The,0
84,85,The woman washed the magazine .,10.144597053527832,10.144597053527832,woman,woman,1
84,85,The woman washed the magazine .,11.168963432312012,11.168963432312012,washed,washed,2
84,85,The woman washed the magazine .,2.5601470470428467,2.5601470470428467,the,the,3
84,85,The woman washed the magazine .,10.523819923400879,10.523819923400879,magazine,magazine,4
84,85,The woman washed the magazine .,3.348052740097046,3.348052740097046,.,.,5
85,86,The motorist parked the story .,5.1062774658203125,5.1062774658203125,The,The,0
85,86,The motorist parked the story .,14.256731033325195,14.256731033325195,motorist,motorist,1
85,86,The motorist parked the story .,10.389410018920898,10.389410018920898,parked,parked,2
85,86,The motorist parked the story .,2.1534624099731445,2.1534624099731445,the,the,3
85,86,The motorist parked the story .,10.262344360351562,10.262344360351562,story,story,4
85,86,The motorist parked the story .,2.8607101440429688,2.8607101440429688,.,.,5
86,87,The cleaner ate the book .,5.1062774658203125,5.1062774658203125,The,The,0
86,87,The cleaner ate the book .,15.515755653381348,15.515755653381348,cleaner,cleaner,1
86,87,The cleaner ate the book .,10.107332229614258,10.107332229614258,ate,ate,2
86,87,The cleaner ate the book .,1.2410918474197388,1.2410918474197388,the,the,3
86,87,The cleaner ate the book .,8.68891716003418,8.68891716003418,book,book,4
86,87,The cleaner ate the book .,1.8806110620498657,1.8806110620498657,.,.,5
87,88,The folk singer sang the picture .,5.1062774658203125,5.1062774658203125,The,The,0
87,88,The folk singer sang the picture .,11.177058219909668,11.177058219909668,folk,folk,1
87,88,The folk singer sang the picture .,3.702681541442871,3.702681541442871,singer,singer,2
87,88,The folk singer sang the picture .,8.43019962310791,8.43019962310791,sang,sang,3
87,88,The folk singer sang the picture .,1.5935076475143433,1.5935076475143433,the,the,4
87,88,The folk singer sang the picture .,9.962507247924805,9.962507247924805,picture,picture,5
87,88,The folk singer sang the picture .,1.9320054054260254,1.9320054054260254,.,.,6
88,89,The janitor read the sandwich .,5.1062774658203125,5.1062774658203125,The,The,0
88,89,The janitor read the sandwich .,13.655447959899902,13.655447959899902,janitor,janitor,1
88,89,The janitor read the sandwich .,9.529556274414062,9.529556274414062,read,read,2
88,89,The janitor read the sandwich .,1.4979089498519897,1.4979089498519897,the,the,3
88,89,The janitor read the sandwich .,10.626468658447266,10.626468658447266,sandwich,sandwich,4
88,89,The janitor read the sandwich .,2.0087294578552246,2.0087294578552246,.,.,5
89,90,The handler follows the salon .,5.1062774658203125,5.1062774658203125,The,The,0
89,90,The handler follows the salon .,13.972343444824219,13.972343444824219,handler,handler,1
89,90,The handler follows the salon .,9.424664497375488,9.424664497375488,follows,follows,2
89,90,The handler follows the salon .,0.8907989263534546,0.8907989263534546,the,the,3
89,90,The handler follows the salon .,13.16077995300293,13.16077995300293,salon,salon,4
89,90,The handler follows the salon .,2.718143939971924,2.718143939971924,.,.,5
90,91,The gardener built the chocolate .,5.1062774658203125,5.1062774658203125,The,The,0
90,91,The gardener built the chocolate .,13.664361000061035,13.664361000061035,gardener,gardener,1
90,91,The gardener built the chocolate .,8.122272491455078,8.122272491455078,built,built,2
90,91,The gardener built the chocolate .,1.9245331287384033,1.9245331287384033,the,the,3
90,91,The gardener built the chocolate .,10.486093521118164,10.486093521118164,chocolate,chocolate,4
90,91,The gardener built the chocolate .,4.252312660217285,4.252312660217285,.,.,5
91,92,The judge edited the verdict .,5.1062774658203125,5.1062774658203125,The,The,0
91,92,The judge edited the verdict .,11.057251930236816,11.057251930236816,judge,judge,1
91,92,The judge edited the verdict .,11.403411865234375,11.403411865234375,edited,edited,2
91,92,The judge edited the verdict .,0.8574185967445374,0.8574185967445374,the,the,3
91,92,The judge edited the verdict .,6.708491325378418,6.708491325378418,verdict,verdict,4
91,92,The judge edited the verdict .,1.1089320182800293,1.1089320182800293,.,.,5
92,93,The guy painted the ice .,5.1062774658203125,5.1062774658203125,The,The,0
92,93,The guy painted the ice .,12.626310348510742,12.626310348510742,guy,guy,1
92,93,The guy painted the ice .,10.499048233032227,10.499048233032227,painted,painted,2
92,93,The guy painted the ice .,1.7965251207351685,1.7965251207351685,the,the,3
92,93,The guy painted the ice .,8.951485633850098,8.951485633850098,ice,ice,4
92,93,The guy painted the ice .,3.6878747940063477,3.6878747940063477,.,.,5
93,94,The bookkeeper flushed the camera .,5.1062774658203125,5.1062774658203125,The,The,0
93,94,The bookkeeper flushed the camera .,15.34117317199707,15.34117317199707,bookkeeper,bookkeeper,1
93,94,The bookkeeper flushed the camera .,15.329665184020996,15.329665184020996,flushed,flushed,2
93,94,The bookkeeper flushed the camera .,1.8187552690505981,1.8187552690505981,the,the,3
93,94,The bookkeeper flushed the camera .,6.106841087341309,6.106841087341309,camera,camera,4
93,94,The bookkeeper flushed the camera .,3.741227626800537,3.741227626800537,.,.,5
94,95,The bear stole the password .,5.1062774658203125,5.1062774658203125,The,The,0
94,95,The bear stole the password .,12.450510025024414,12.450510025024414,bear,bear,1
94,95,The bear stole the password .,10.062978744506836,10.062978744506836,stole,stole,2
94,95,The bear stole the password .,1.2013301849365234,1.2013301849365234,the,the,3
94,95,The bear stole the password .,8.971187591552734,8.971187591552734,password,password,4
94,95,The bear stole the password .,1.4373010396957397,1.4373010396957397,.,.,5
95,96,The kid fired the waitress .,5.1062774658203125,5.1062774658203125,The,The,0
95,96,The kid fired the waitress .,12.624234199523926,12.624234199523926,kid,kid,1
95,96,The kid fired the waitress .,10.585583686828613,10.585583686828613,fired,fired,2
95,96,The kid fired the waitress .,2.6754150390625,2.6754150390625,the,the,3
95,96,The kid fired the waitress .,11.74522590637207,11.74522590637207,waitress,waitress,4
95,96,The kid fired the waitress .,2.210141181945801,2.210141181945801,.,.,5
96,97,The president caught the weather .,5.1062774658203125,5.1062774658203125,The,The,0
96,97,The president caught the weather .,10.537348747253418,10.537348747253418,president,president,1
96,97,The president caught the weather .,10.74091911315918,10.74091911315918,caught,caught,2
96,97,The president caught the weather .,1.2936960458755493,1.2936960458755493,the,the,3
96,97,The president caught the weather .,10.700244903564453,10.700244903564453,weather,weather,4
96,97,The president caught the weather .,1.8716696500778198,1.8716696500778198,.,.,5
97,98,The captain shot the cloud .,5.1062774658203125,5.1062774658203125,The,The,0
97,98,The captain shot the cloud .,10.55753231048584,10.55753231048584,captain,captain,1
97,98,The captain shot the cloud .,9.227645874023438,9.227645874023438,shot,shot,2
97,98,The captain shot the cloud .,1.8410152196884155,1.8410152196884155,the,the,3
97,98,The captain shot the cloud .,10.830516815185547,10.830516815185547,cloud,cloud,4
97,98,The captain shot the cloud .,2.093061685562134,2.093061685562134,.,.,5
98,99,The teenager dried the cake .,5.1062774658203125,5.1062774658203125,The,The,0
98,99,The teenager dried the cake .,13.327560424804688,13.327560424804688,teenager,teenager,1
98,99,The teenager dried the cake .,14.816581726074219,14.816581726074219,dried,dried,2
98,99,The teenager dried the cake .,4.763008117675781,4.763008117675781,the,the,3
98,99,The teenager dried the cake .,5.7066192626953125,5.7066192626953125,cake,cake,4
98,99,The teenager dried the cake .,1.6374895572662354,1.6374895572662354,.,.,5
