,item#_in_Provo,item,Sentence,Question,Option1,Option0,Correct answer,sum_surprisal,mean_surprisal,token,word,word_pos
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,10.618743896484375,10.618743896484375,served,served,14
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,6.3423051834106445,6.3423051834106445,a,a,15
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,7.515520095825195,7.515520095825195,subpoena,subpoena,16
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,10.778777122497559,10.778777122497559,last,last,17
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,3.14486163854599,1.572430819272995,week..,week.,18
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,2.5537118911743164,2.5537118911743164,<UNK>,Owls,0
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,5.349711894989014,5.349711894989014,are,are,1
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,4.766508102416992,4.766508102416992,more,more,2
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,6.229158401489258,6.229158401489258,flexible,flexible,3
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,1.01316237449646,1.01316237449646,than,than,4
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,6.252195358276367,6.252195358276367,humans,humans,5
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,5.672030448913574,5.672030448913574,because,because,6
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,5.055652618408203,5.055652618408203,a,a,7
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,9.302428007125854,4.651214003562927,bird.s,bird's,8
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,4.16424560546875,4.16424560546875,head,head,9
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,0.9733936190605164,0.9733936190605164,is,is,10
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,4.579693794250488,4.579693794250488,only,only,11
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,7.472879409790039,7.472879409790039,connected,connected,12
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,2.2672839164733887,2.2672839164733887,by,by,13
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,4.407143592834473,4.407143592834473,one,one,14
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,8.988107681274414,8.988107681274414,socket,socket,15
7,17.0,80,Owls are more flexible than humans because a bird's head is only connected by one socket pivot.,Are humans less flexible than owls?,Yes,No,1.0,13.019757866859436,6.509878933429718,pivot..,pivot.,16
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,11.829107284545898,11.829107284545898,Even,Even,0
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,3.1700425148010254,3.1700425148010254,in,in,1
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,0.9717955589294434,0.9717955589294434,the,the,2
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,3.9358725547790527,3.9358725547790527,same,same,3
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,11.221673965454102,5.610836982727051,"animal.,","animal,",4
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,6.410167694091797,6.410167694091797,not,not,5
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,2.6743178367614746,2.6743178367614746,all,all,6
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,10.805389404296875,10.805389404296875,bites,bites,7
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,1.550923228263855,1.550923228263855,are,are,8
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,3.6115341186523438,3.6115341186523438,the,the,9
8,18.0,81,"Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity? ",Yes,No,1.0,2.3271690011024475,1.1635845005512238,same..,same.,10
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,11.26198673248291,11.26198673248291,Buck,Buck,0
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,8.786203384399414,8.786203384399414,did,did,1
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,0.5805658102035522,0.5805658102035522,not,not,2
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,5.46685791015625,5.46685791015625,like,like,3
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,4.781797647476196,2.390898823738098,"it.,","it,",4
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,1.125412940979004,1.125412940979004,but,but,5
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,1.9821984767913818,1.9821984767913818,he,he,6
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,9.175103187561035,9.175103187561035,bore,bore,7
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,4.238670825958252,4.238670825958252,up,up,8
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,6.996521949768066,6.996521949768066,well,well,9
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,2.973498582839966,2.973498582839966,to,to,10
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,1.1153831481933594,1.1153831481933594,the,the,11
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,9.464042901992798,4.732021450996399,"work.,","work,",12
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,5.908811569213867,5.908811569213867,taking,taking,13
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,6.589498996734619,6.589498996734619,pride,pride,14
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,0.13617736101150513,0.13617736101150513,in,in,15
9,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0.0,4.203090250492096,2.101545125246048,it..,it.,16
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,9.371075630187988,9.371075630187988,These,These,0
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,7.256881594657898,3.628440797328949,"days.,","days,",1
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,15.36484146118164,15.36484146118164,neuroscience,neuroscience,2
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,2.422881603240967,2.422881603240967,is,is,3
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,8.197216033935547,8.197216033935547,beginning,beginning,4
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,0.024633971974253654,0.024633971974253654,to,to,5
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,8.499332427978516,8.499332427978516,catch,catch,6
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,1.8475465774536133,1.8475465774536133,up,up,7
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,3.2108583450317383,3.2108583450317383,to,to,8
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,11.48565673828125,11.48565673828125,musicians,musicians,9
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,1.8313686847686768,1.8313686847686768,who,who,10
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,6.755729675292969,6.755729675292969,practice,practice,11
10,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1.0,12.77284038066864,6.38642019033432,mentally..,mentally.,12
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,13.89594554901123,13.89594554901123,Hybrid,Hybrid,0
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,5.8221964836120605,5.8221964836120605,vehicles,vehicles,1
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,6.100122451782227,6.100122451782227,have,have,2
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,2.596406936645508,2.596406936645508,a,a,3
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,9.682782173156738,9.682782173156738,halo,halo,4
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,3.0814785957336426,3.0814785957336426,that,that,5
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,4.174134254455566,4.174134254455566,makes,makes,6
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,11.874690055847168,11.874690055847168,owners,owners,7
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,4.589611530303955,4.589611530303955,feel,feel,8
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,11.965644836425781,11.965644836425781,righteous,righteous,9
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,1.6741740703582764,1.6741740703582764,and,and,10
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,5.789933204650879,5.789933204650879,their,their,11
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,8.483345031738281,8.483345031738281,neighbors,neighbors,12
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,4.910634994506836,4.910634994506836,feel,feel,13
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,6.6381516456604,6.6381516456604,guilty,guilty,14
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,4.169125556945801,4.169125556945801,for,for,15
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,3.7270684242248535,3.7270684242248535,not,not,16
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,3.2903990745544434,3.2903990745544434,doing,doing,17
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,7.428582191467285,7.428582191467285,as,as,18
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,1.9397485256195068,1.9397485256195068,much,much,19
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,4.160691261291504,4.160691261291504,to,to,20
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,7.259551048278809,7.259551048278809,save,save,21
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,2.307511329650879,2.307511329650879,the,the,22
11,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0.0,6.63205885887146,3.31602942943573,planet..,planet.,23
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,2.5537118911743164,2.5537118911743164,<UNK>,Binge,0
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,11.132951736450195,11.132951736450195,drinking,drinking,1
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,6.939184188842773,6.939184188842773,may,may,2
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,3.436770439147949,3.436770439147949,not,not,3
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,4.987565040588379,4.987565040588379,necessarily,necessarily,4
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,6.456142425537109,6.456142425537109,kill,kill,5
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,3.319714307785034,3.319714307785034,or,or,6
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,4.6408185958862305,4.6408185958862305,even,even,7
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,6.7420806884765625,6.7420806884765625,damage,damage,8
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,9.194887161254883,9.194887161254883,brain,brain,9
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,4.952417373657227,2.4762086868286133,"cells.,","cells,",10
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,2.950108766555786,2.950108766555786,as,as,11
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,8.516526222229004,8.516526222229004,commonly,commonly,12
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,5.360823154449463,2.6804115772247314,"thought.,","thought,",13
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,4.9875168800354,4.9875168800354,a,a,14
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,5.511608123779297,5.511608123779297,new,new,15
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,6.197949409484863,6.197949409484863,animal,animal,16
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,8.788837432861328,8.788837432861328,study,study,17
12,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0.0,11.333084106445312,5.666542053222656,suggests..,suggests.,18
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,9.45311164855957,9.45311164855957,When,When,0
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,9.769070863723755,4.884535431861877,"attacked.,","attacked,",1
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,3.0433945655822754,3.0433945655822754,a,a,2
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,12.567213296890259,6.283606648445129,skunk.s,skunk's,3
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,8.271050453186035,8.271050453186035,natural,natural,4
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,8.059317588806152,8.059317588806152,inclination,inclination,5
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,1.2247346639633179,1.2247346639633179,is,is,6
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,2.103954315185547,2.103954315185547,to,to,7
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,4.953855037689209,4.953855037689209,turn,turn,8
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,5.226956605911255,2.6134783029556274,"around.,","around,",9
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,11.729252815246582,11.729252815246582,lick,lick,10
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,3.9177474975585938,3.9177474975585938,its,its,11
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,2.995810031890869,2.995810031890869,tail,tail,12
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,2.199798107147217,2.199798107147217,and,and,13
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,8.61064338684082,8.61064338684082,spray,spray,14
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,3.3455681800842285,3.3455681800842285,a,a,15
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,9.300013542175293,9.300013542175293,noxious,noxious,16
13,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0.0,6.052096366882324,3.026048183441162,scent..,scent.,17
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,8.75776481628418,8.75776481628418,All,All,0
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,6.288563251495361,6.288563251495361,that,that,1
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,4.132604598999023,4.132604598999023,the,the,2
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,9.436291694641113,9.436291694641113,brain,brain,3
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,2.268871784210205,2.268871784210205,has,has,4
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,2.7858963012695312,2.7858963012695312,to,to,5
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,5.478146076202393,5.478146076202393,work,work,6
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,2.425609588623047,2.425609588623047,with,with,7
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,5.922209739685059,5.922209739685059,are,are,8
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,10.595688819885254,10.595688819885254,imperfect,imperfect,9
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,13.961019515991211,13.961019515991211,incoming,incoming,10
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,7.688756942749023,7.688756942749023,electrical,electrical,11
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,1.4343101978302002,1.4343101978302002,impulses,impulses,12
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,14.568140029907227,14.568140029907227,announcing,announcing,13
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,2.6252858638763428,2.6252858638763428,that,that,14
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,6.992279052734375,6.992279052734375,things,things,15
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,0.9042618870735168,0.9042618870735168,are,are,16
14,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0.0,6.83176189661026,3.41588094830513,happening..,happening.,17
