,item#_in_Provo,item,Sentence,Question,Option1,Option0,Correct answer,token,word,word_pos,logfreq,logfreq_s,length,length_s
174,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,bore,bore,7,7.336936913707618,-1.1349255948159285,4,-0.4612630318290542
175,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,up,up,8,12.48266217255001,0.4247383228872651,2,-1.2092210391383649
176,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,well,well,9,11.419548415464927,0.1025096604668986,4,-0.4612630318290542
177,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,to,to,10,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
178,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,the,the,11,15.687451186819413,1.396106504820095,3,-0.8352420354837095
179,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,"work.,","work,",12,11.552915113186389,0.1429329663754192,5,-0.087284028174399
180,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,taking,taking,13,10.137610607893343,-0.2860443416678232,6,0.2866949754802561
181,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,pride,pride,14,8.16876982367527,-0.8827979140764284,5,-0.087284028174399
182,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,in,in,15,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
183,20.0,82,"Buck did not like it, but he bore up well to the work, taking pride in it.",How did Buck deal with his job?,He quit,He carried on,0,it..,it.,16,13.83391514964038,0.8343016800516125,3,-0.8352420354837095
184,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,These,These,0,11.891738542080969,0.2456299915637078,5,-0.087284028174399
185,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,"days.,","days,",1,10.79269481600054,-0.0874890066960893,5,-0.087284028174399
186,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,neuroscience,neuroscience,2,6.248042874508429,-1.4649682336495302,12,2.530568997408188
187,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,is,is,3,13.90494258614572,0.8558300214052387,2,-1.2092210391383649
188,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,beginning,beginning,4,9.531408863445597,-0.4697834532807474,9,1.4086319864442216
189,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,to,to,5,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
190,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,catch,catch,6,9.033245134153807,-0.6207763560498419,5,-0.087284028174399
191,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,up,up,7,12.48266217255001,0.4247383228872651,2,-1.2092210391383649
192,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,to,to,8,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
193,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,musicians,musicians,9,7.468513271496337,-1.0950449390593409,9,1.4086319864442216
194,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,who,who,10,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
195,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,practice,practice,11,9.5302475917227,-0.4701354335194393,8,1.0346529827895663
196,21.0,83,"These days, neuroscience is beginning to catch up to musicians who practice mentally.",Is neuroscience making progress in understanding how musicians can practice mentally?,Yes,No,1,mentally..,mentally.,12,7.45182223652793,-1.1001039742156802,9,1.4086319864442216
197,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,Hybrid,Hybrid,0,7.925518979786926,-0.9565269891978724,6,0.2866949754802561
198,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,vehicles,vehicles,1,8.619388703730907,-0.7462158051402995,8,1.0346529827895663
199,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,have,have,2,13.083029857888649,0.6067091373159219,4,-0.4612630318290542
200,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,a,a,3,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
201,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,h.alo,halo,4,6.508769136971682,-1.3859423775250177,4,-0.4612630318290542
202,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,that,that,5,14.11010071456357,0.9180132345037209,4,-0.4612630318290542
203,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,makes,makes,6,10.68033229211764,-0.1215459695899163,5,-0.087284028174399
204,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,owners,owners,7,8.768107539675803,-0.7011392822716348,6,0.2866949754802561
205,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,feel,feel,8,10.676023380765145,-0.1228519960921126,4,-0.4612630318290542
206,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,righteous,righteous,9,6.144185634125646,-1.496447254053681,9,1.4086319864442216
207,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,and,and,10,14.964528530543614,1.1769894075079148,3,-0.8352420354837095
208,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,their,their,11,12.71071619962035,0.4938612588033065,5,-0.087284028174399
209,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,neighbors,neighbors,12,8.322151070212902,-0.8363082194573845,9,1.4086319864442216
210,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,feel,feel,13,10.676023380765145,-0.1228519960921126,4,-0.4612630318290542
211,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,guilty,guilty,14,8.179199798423086,-0.8796365996924604,6,0.2866949754802561
212,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,for,for,15,13.908199122518193,0.8568170741570548,3,-0.8352420354837095
213,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,not,not,16,12.892343739900664,0.5489123753683824,3,-0.8352420354837095
214,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,doing,doing,17,10.401501455574785,-0.2060593030897163,5,-0.087284028174399
215,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,as,as,18,13.52016318199474,0.7392037884173105,2,-1.2092210391383649
216,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,much,much,19,11.60987974704288,0.1601988870264439,4,-0.4612630318290542
217,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,to,to,20,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
218,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,save,save,21,9.498447354141044,-0.4797740521078045,4,-0.4612630318290542
219,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,the,the,22,15.687451186819413,1.396106504820095,3,-0.8352420354837095
220,24.0,84,Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.,Why would the neighbors feel inferior?,They are not as rich,Their cars are not as eco-friendly,0,planet..,planet.,23,9.342683558963897,-0.5269858947153829,7,0.6606739791349112
221,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,B.inge,Binge,0,6.234410725718371,-1.4691001236201575,5,-0.087284028174399
222,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,drinking,drinking,1,8.624611588183507,-0.7446327543520642,8,1.0346529827895663
223,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,may,may,2,11.735428811397014,0.1982526764778049,3,-0.8352420354837095
224,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,not,not,3,12.892343739900664,0.5489123753683824,3,-0.8352420354837095
225,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,necessarily,necessarily,4,8.489616423646003,-0.7855496468409795,11,2.156589993753532
226,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,kill,kill,5,8.995536944936974,-0.6322056685694637,4,-0.4612630318290542
227,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,or,or,6,13.088086582920075,0.6082418253582368,2,-1.2092210391383649
228,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,even,even,7,11.910674211722846,0.251369373130424,4,-0.4612630318290542
229,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,damage,damage,8,9.166597449028265,-0.5803574095671312,6,0.2866949754802561
230,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,brain,brain,9,9.73678340663725,-0.4075346450917816,5,-0.087284028174399
231,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,"cells.,","cells,",10,9.671429383832344,-0.4273433807156679,6,0.2866949754802561
232,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,as,as,11,13.52016318199474,0.7392037884173105,2,-1.2092210391383649
233,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,commonly,commonly,12,7.954723334497908,-0.9476751799792876,8,1.0346529827895663
234,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,"thought.,","thought,",13,10.44897543856412,-0.1916699887416781,8,1.0346529827895663
235,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,a,a,14,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
236,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,new,new,15,12.356172273774211,0.3863993675115319,3,-0.8352420354837095
237,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,animal,animal,16,9.1942109900463,-0.5719877743069046,6,0.2866949754802561
238,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,study,study,17,10.479763781364658,-0.1823380743979495,5,-0.087284028174399
239,30.0,85,"Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.",What do most people think about binge drinking?,It may not damage brain cells,It damages brain cells.,0,suggests..,suggests.,18,9.301551252029569,-0.5394530537163668,9,1.4086319864442216
240,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
241,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,"attacked.,","attacked,",1,7.793999089503996,-0.9963905297128036,9,1.4086319864442216
242,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,a,a,2,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
243,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,sk.unk.s,skunk's,3,,,7,0.6606739791349112
244,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,natural,natural,4,10.096130658401954,-0.2986168707624737,7,0.6606739791349112
245,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,inclination,inclination,5,6.210600077024653,-1.4763171062137936,11,2.156589993753532
246,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,is,is,6,13.90494258614572,0.8558300214052387,2,-1.2092210391383649
247,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,to,to,7,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
248,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,turn,turn,8,10.345316733380216,-0.2230888333357122,4,-0.4612630318290542
249,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,"around.,","around,",9,11.29065653106668,0.0634426657735313,7,0.6606739791349112
250,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,lick,lick,10,6.380122536899765,-1.424935026796872,4,-0.4612630318290542
251,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,its,its,11,12.244408351795746,0.3525238402257978,3,-0.8352420354837095
252,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,tail,tail,12,8.041091003708633,-0.9214972302155268,4,-0.4612630318290542
253,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,and,and,13,14.964528530543614,1.1769894075079148,3,-0.8352420354837095
254,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,spray,spray,14,8.426611813185,-0.8046462780527048,5,-0.087284028174399
255,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,a,a,15,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
256,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,no.xious,noxious,16,5.541263545158426,-1.6791923055374354,7,0.6606739791349112
257,33.0,86,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,Yes,No,0,scent..,scent.,17,7.630461261783627,-1.045958673413581,6,0.2866949754802561
258,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,All,All,0,12.525031703495044,0.4375804831855484,3,-0.8352420354837095
259,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,that,that,1,14.11010071456357,0.9180132345037209,4,-0.4612630318290542
260,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,the,the,2,15.687451186819413,1.396106504820095,3,-0.8352420354837095
261,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,brain,brain,3,9.73678340663725,-0.4075346450917816,5,-0.087284028174399
262,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,has,has,4,12.717179229823058,0.4958201964649836,3,-0.8352420354837095
263,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,to,to,5,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
264,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,work,work,6,11.552915113186389,0.1429329663754192,4,-0.4612630318290542
265,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,with,with,7,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
266,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,are,are,8,13.23333392735152,0.6522661427977754,3,-0.8352420354837095
267,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,imperfect,imperfect,9,6.295266001439646,-1.4506549535090536,9,1.4086319864442216
268,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,incoming,incoming,10,7.074116816197362,-1.214586090142528,8,1.0346529827895663
269,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,electrical,electrical,11,8.15248607578024,-0.887733500948893,10,1.7826109900988767
270,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,impulses,impulses,12,6.472346294500901,-1.396982102796834,8,1.0346529827895663
271,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,announcing,announcing,13,7.00397413672268,-1.2358462625700577,10,1.7826109900988767
272,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,that,that,14,14.11010071456357,0.9180132345037209,4,-0.4612630318290542
273,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,things,things,15,10.913833131159125,-0.0507721106901208,6,0.2866949754802561
274,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,are,are,16,13.23333392735152,0.6522661427977754,3,-0.8352420354837095
275,38.0,87,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,Yes,No,0,happening..,happening.,17,8.521185212685776,-0.7759811800624027,10,1.7826109900988767
276,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,There,There,0,12.385159810647464,0.39518545947138,5,-0.087284028174399
277,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,often,often,1,10.90958242467033,-0.052060495359304,5,-0.087284028174399
278,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,seems,seems,2,10.07828084290929,-0.3040271310778155,5,-0.087284028174399
279,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,to,to,3,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
280,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,be,be,4,13.144588558142994,0.6253675146636871,2,-1.2092210391383649
281,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,more,more,5,12.720726930609644,0.4968955008446993,4,-0.4612630318290542
282,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,diving,diving,6,7.085901464365611,-1.211014175668614,6,0.2866949754802561
283,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,in,in,7,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
284,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,soccer,soccer,8,7.774015077250727,-1.0024476628232046,6,0.2866949754802561
285,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,than,than,9,12.342075356929335,0.3821266068319696,4,-0.4612630318290542
286,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,in,in,10,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
287,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,the,the,11,15.687451186819413,1.396106504820095,3,-0.8352420354837095
288,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,Summer,Summer,12,10.08884615948758,-0.3008247947272783,6,0.2866949754802561
289,42.0,88,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,Yes,No,1,Olympics..,Olympics.,13,7.570443252057374,-1.0641500690815755,9,1.4086319864442216
290,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,Susan,Susan,0,8.286773231131251,-0.847031205300273,5,-0.087284028174399
291,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,B..,B.,1,8.837536046107568,-0.6800955749428048,2,-1.2092210391383649
292,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,Anthony,Anthony,2,7.996653875462607,-0.9349660770826574,7,0.6606739791349112
293,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,spent,spent,3,9.85250999777126,-0.3724580369498395,5,-0.087284028174399
294,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,nearly,nearly,4,10.199993083535142,-0.2671362788659243,6,0.2866949754802561
295,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,sixty,sixty,5,6.824373670043086,-1.290282975257247,5,-0.087284028174399
296,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,years,years,6,11.935287020738125,0.2588294896744393,5,-0.087284028174399
297,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,of,of,7,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
298,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,her,her,8,12.498395184344009,0.4295069822263415,3,-0.8352420354837095
299,45.0,89,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,Philanthropic,Selfish,1,life,life,9,11.43889133624386,0.1083724794252268,4,-0.4612630318290542
