,item,condition,targetPosition,Sentence,Option1,Option0,Ans,token,word,word_pos,logfreq,logfreq_s,length,length_s
169,31,RC_Obj,6,The farmer that the customers approached lifted the chickens from their coop.,The customers,The farmer,0,co.op..,coop.,11,5.765191102784844,-1.6113200981728515,5,-0.087284028174399
170,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
171,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,farmer,farmer,1,7.718240951959316,-1.0193527415793997,6,0.2866949754802561
172,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
173,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,hired,hired,3,8.313852267398207,-0.838823577868324,5,-0.087284028174399
174,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
175,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,ranc.her,rancher,5,5.840641657373398,-1.5884511143769822,7,0.6606739791349112
176,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,piled,piled,6,6.83087423464618,-1.2883126609582625,5,-0.087284028174399
177,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
178,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,seeds,seeds,8,8.914760527397261,-0.6566889158282495,5,-0.087284028174399
179,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,in,in,9,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
180,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,long,long,10,11.202547784586258,0.0367369973192297,4,-0.4612630318290542
181,32,RC_Subj,4,The farmer who hired the rancher piled the seeds in long rows.,The rancher,The farmer,1,rows..,rows.,11,7.409741954080923,-1.1128584635982166,5,-0.087284028174399
182,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
183,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,farmer,farmer,1,7.718240951959316,-1.0193527415793997,6,0.2866949754802561
184,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
185,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
186,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,ranc.her,rancher,4,5.840641657373398,-1.5884511143769822,7,0.6606739791349112
187,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,hired,hired,5,8.313852267398207,-0.838823577868324,5,-0.087284028174399
188,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,piled,piled,6,6.83087423464618,-1.2883126609582625,5,-0.087284028174399
189,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
190,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,seeds,seeds,8,8.914760527397261,-0.6566889158282495,5,-0.087284028174399
191,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,in,in,9,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
192,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,long,long,10,11.202547784586258,0.0367369973192297,4,-0.4612630318290542
193,32,RC_Obj,6,The farmer who the rancher hired piled the seeds in long rows.,The rancher,The farmer,0,rows..,rows.,11,7.409741954080923,-1.1128584635982166,5,-0.087284028174399
194,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
195,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,fire.men,firemen,1,4.990432586778736,-1.846148590088846,7,0.6606739791349112
196,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,that,that,2,14.11010071456357,0.9180132345037209,4,-0.4612630318290542
197,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,called,called,3,10.839227908231596,-0.0733848753479927,6,0.2866949754802561
198,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
199,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,residents,residents,5,8.65817178467581,-0.7344606940676313,9,1.4086319864442216
200,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,attacked,attacked,6,7.793999089503996,-0.9963905297128036,8,1.0346529827895663
201,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
202,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,house,house,8,10.928022637807922,-0.0464712861383029,5,-0.087284028174399
203,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,with,with,9,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
204,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,high.-.powered,high-powered,10,6.135564891081739,-1.4990601922097295,12,2.530568997408188
205,33,RC_Subj,4,The firemen that called the residents attacked the house with high-powered hoses.,The residents,The firemen,1,h.oses..,hoses.,11,5.976350909297934,-1.5473177827515765,6,0.2866949754802561
206,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
207,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,fire.men,firemen,1,4.990432586778736,-1.846148590088846,7,0.6606739791349112
208,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,that,that,2,14.11010071456357,0.9180132345037209,4,-0.4612630318290542
209,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
210,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,residents,residents,4,8.65817178467581,-0.7344606940676313,9,1.4086319864442216
211,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,called,called,5,10.839227908231596,-0.0733848753479927,6,0.2866949754802561
212,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,attacked,attacked,6,7.793999089503996,-0.9963905297128036,8,1.0346529827895663
213,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
214,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,house,house,8,10.928022637807922,-0.0464712861383029,5,-0.087284028174399
215,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,with,with,9,13.689502791749778,0.7905304461550167,4,-0.4612630318290542
216,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,high.-.powered,high-powered,10,6.135564891081739,-1.4990601922097295,12,2.530568997408188
217,33,RC_Obj,6,The firemen that the residents called attacked the house with high-powered hoses.,The residents,The firemen,0,h.oses..,hoses.,11,5.976350909297934,-1.5473177827515765,6,0.2866949754802561
218,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
219,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,girl,girl,1,9.440419814291506,-0.4973621384481874,4,-0.4612630318290542
220,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
221,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,watched,watched,3,8.738895704934043,-0.7099933586796864,7,0.6606739791349112
222,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
223,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,parents,parents,5,10.244307467150762,-0.2537046357672627,7,0.6606739791349112
224,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,changed,changed,6,9.47616019757083,-0.486529265840025,7,0.6606739791349112
225,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,a,a,7,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
226,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,critical,critical,8,9.07096335550754,-0.6093440028000705,8,1.0346529827895663
227,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,part,part,9,10.98334166827565,-0.0297041461448538,4,-0.4612630318290542
228,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,of,of,10,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
229,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,the,the,11,15.687451186819413,1.396106504820095,3,-0.8352420354837095
230,34,RC_Subj,4,The girl who watched the parents changed a critical part of the story.,The parents,The girl,1,story..,story.,12,10.402443003731632,-0.2057739208329598,6,0.2866949754802561
231,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
232,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,girl,girl,1,9.440419814291506,-0.4973621384481874,4,-0.4612630318290542
233,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
234,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
235,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,parents,parents,4,10.244307467150762,-0.2537046357672627,7,0.6606739791349112
236,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,watched,watched,5,8.738895704934043,-0.7099933586796864,7,0.6606739791349112
237,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,changed,changed,6,9.47616019757083,-0.486529265840025,7,0.6606739791349112
238,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,a,a,7,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
239,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,critical,critical,8,9.07096335550754,-0.6093440028000705,8,1.0346529827895663
240,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,part,part,9,10.98334166827565,-0.0297041461448538,4,-0.4612630318290542
241,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,of,of,10,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
242,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,the,the,11,15.687451186819413,1.396106504820095,3,-0.8352420354837095
243,34,RC_Obj,6,The girl who the parents watched changed a critical part of the story.,The parents,The girl,0,story..,story.,12,10.402443003731632,-0.2057739208329598,6,0.2866949754802561
244,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
245,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,investigator,investigator,1,6.919683849847411,-1.2613945599313088,12,2.530568997408188
246,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
247,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,ph.oned,phoned,3,6.07073772800249,-1.5187092372045088,6,0.2866949754802561
248,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
249,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,agency,agency,5,9.260938424739274,-0.5517627589832256,6,0.2866949754802561
250,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,considered,considered,6,9.315960853839869,-0.5350855185524215,10,1.7826109900988767
251,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,Ms..,Ms.,7,7.592366128519796,-1.0575052682671622,3,-0.8352420354837095
252,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,Reynolds,Reynolds,8,7.1891677384203225,-1.1797142765373851,8,1.0346529827895663
253,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,from,from,9,13.161822523668638,0.630591111501295,4,-0.4612630318290542
254,35,RC_Subj,4,The investigator who phoned the agency considered Ms. Reynolds from accounting.,The agency,The investigator,1,accounting..,accounting.,10,7.814399633804487,-0.9902071461766722,11,2.156589993753532
255,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
256,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,investigator,investigator,1,6.919683849847411,-1.2613945599313088,12,2.530568997408188
257,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
258,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
259,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,agency,agency,4,9.260938424739274,-0.5517627589832256,6,0.2866949754802561
260,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,ph.oned,phoned,5,6.07073772800249,-1.5187092372045088,6,0.2866949754802561
261,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,considered,considered,6,9.315960853839869,-0.5350855185524215,10,1.7826109900988767
262,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,Ms..,Ms.,7,7.592366128519796,-1.0575052682671622,3,-0.8352420354837095
263,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,Reynolds,Reynolds,8,7.1891677384203225,-1.1797142765373851,8,1.0346529827895663
264,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,from,from,9,13.161822523668638,0.630591111501295,4,-0.4612630318290542
265,35,RC_Obj,6,The investigator who the agency phoned considered Ms. Reynolds from accounting.,The agency,The investigator,0,accounting..,accounting.,10,7.814399633804487,-0.9902071461766722,11,2.156589993753532
266,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
267,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,judge,judge,1,8.859363449152088,-0.6734797120210129,5,-0.087284028174399
268,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
269,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,addressed,addressed,3,7.699842407396986,-1.024929321099033,9,1.4086319864442216
270,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
271,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,witnesses,witnesses,5,7.226936018493289,-1.1682667505424265,9,1.4086319864442216
272,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,noticed,noticed,6,8.504918160540624,-0.780911706470627,7,0.6606739791349112
273,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
274,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,defense,defense,8,9.50151633368222,-0.478843847634428,7,0.6606739791349112
275,36,RC_Subj,4,The judge who addressed the witnesses noticed the defense attorneys.,The witnesses,The judge,1,attorneys..,attorneys.,9,7.322510433997394,-1.1392982456536016,10,1.7826109900988767
276,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
277,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,judge,judge,1,8.859363449152088,-0.6734797120210129,5,-0.087284028174399
278,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
279,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
280,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,witnesses,witnesses,4,7.226936018493289,-1.1682667505424265,9,1.4086319864442216
281,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,addressed,addressed,5,7.699842407396986,-1.024929321099033,9,1.4086319864442216
282,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,noticed,noticed,6,8.504918160540624,-0.780911706470627,7,0.6606739791349112
283,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,the,the,7,15.687451186819413,1.396106504820095,3,-0.8352420354837095
284,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,defense,defense,8,9.50151633368222,-0.478843847634428,7,0.6606739791349112
285,36,RC_Obj,6,The judge who the witnesses addressed noticed the defense attorneys.,The witnesses,The judge,0,attorneys..,attorneys.,9,7.322510433997394,-1.1392982456536016,10,1.7826109900988767
286,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
287,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,manager,manager,1,9.265301930050155,-0.5504401851096214,7,0.6606739791349112
288,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
289,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,visited,visited,3,8.447199819595703,-0.7984060749479943,7,0.6606739791349112
290,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
291,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,boss,boss,5,8.49596955496461,-0.7836240194155678,4,-0.4612630318290542
292,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,remembered,remembered,6,7.937017489515454,-0.9530418029843007,10,1.7826109900988767
293,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,some,some,7,12.138088193988304,0.3202983121388039,4,-0.4612630318290542
294,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,inconvenient,inconvenient,8,5.918893854273146,-1.564732955741167,12,2.530568997408188
295,37,RC_Subj,4,The manager who visited the boss remembered some inconvenient facts.,The boss,The manager,0,facts..,facts.,9,8.357493812658563,-0.8255958713679775,6,0.2866949754802561
296,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
297,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,manager,manager,1,9.265301930050155,-0.5504401851096214,7,0.6606739791349112
298,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
299,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
300,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,boss,boss,4,8.49596955496461,-0.7836240194155678,4,-0.4612630318290542
301,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,visited,visited,5,8.447199819595703,-0.7984060749479943,7,0.6606739791349112
302,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,remembered,remembered,6,7.937017489515454,-0.9530418029843007,10,1.7826109900988767
303,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,some,some,7,12.138088193988304,0.3202983121388039,4,-0.4612630318290542
304,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,inconvenient,inconvenient,8,5.918893854273146,-1.564732955741167,12,2.530568997408188
305,37,RC_Obj,6,The manager who the boss visited remembered some inconvenient facts.,The boss,The manager,0,facts..,facts.,9,8.357493812658563,-0.8255958713679775,6,0.2866949754802561
306,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
307,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,mathematician,mathematician,1,5.953243334287785,-1.554321664450666,13,2.9045480010628424
308,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
309,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,visited,visited,3,8.447199819595703,-0.7984060749479943,7,0.6606739791349112
310,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
311,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,chairman,chairman,5,8.784315349902657,-0.696226712026582,8,1.0346529827895663
312,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,created,created,6,9.70259461015674,-0.41789723337197,7,0.6606739791349112
313,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,a,a,7,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
314,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,solution,solution,8,8.94715577112479,-0.6468699515024331,8,1.0346529827895663
315,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,to,to,9,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
316,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,the,the,10,15.687451186819413,1.396106504820095,3,-0.8352420354837095
317,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,well.known,wellknown,11,4.356708826689592,-2.0382295957165324,9,1.4086319864442216
318,38,RC_Subj,4,The mathematician who visited the chairman created a solution to the wellknown problem.,The mathematician,The chairman,1,problem..,problem.,12,10.347467996872629,-0.2224367876321803,8,1.0346529827895663
319,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
320,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,mathematician,mathematician,1,5.953243334287785,-1.554321664450666,13,2.9045480010628424
321,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,who,who,2,12.587907409973832,0.4566380437357446,3,-0.8352420354837095
322,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
323,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,chairman,chairman,4,8.784315349902657,-0.696226712026582,8,1.0346529827895663
324,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,visited,visited,5,8.447199819595703,-0.7984060749479943,7,0.6606739791349112
325,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,created,created,6,9.70259461015674,-0.41789723337197,7,0.6606739791349112
326,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,a,a,7,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
327,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,solution,solution,8,8.94715577112479,-0.6468699515024331,8,1.0346529827895663
328,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,to,to,9,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
329,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,the,the,10,15.687451186819413,1.396106504820095,3,-0.8352420354837095
330,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,well.known,wellknown,11,4.356708826689592,-2.0382295957165324,9,1.4086319864442216
331,38,RC_Obj,6,The mathematician who the chairman visited created a solution to the wellknown problem.,The mathematician,The chairman,1,problem..,problem.,12,10.347467996872629,-0.2224367876321803,8,1.0346529827895663
332,39,RC_Subj,4,The monkeys that watched the zookeepers charged the bars of their cage.,The zookeepers,The monkeys,0,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
