,item,Main clause subject number,condition,disambPosition,Sentence,Question,Option1,Option0,Correct answer,Question target,disambPosition_0idx,token,word,word_pos,logfreq,logfreq_s,length,length_s
121,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,patient..,patient.,13,9.092007185014316,-0.6029656401940185,8,1.0346529827895663
122,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,Whenever,Whenever,0,8.516192691082654,-0.7774944081130767,8,1.0346529827895663
123,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
124,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,nurse,nurse,2,7.947325027016463,-0.9499175992011564,5,-0.087284028174399
125,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,"calls.,","calls,",3,9.645623148493527,-0.4351652235240343,6,0.2866949754802561
126,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
127,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,doctor,doctor,5,9.512295103714685,-0.4755768137662741,6,0.2866949754802561
128,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,stops,stops,6,8.064950891749143,-0.9142653232276292,5,-0.087284028174399
129,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,working,working,7,10.439103345109338,-0.1946622098920705,7,0.6606739791349112
130,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,immediately,immediately,8,9.350623917423238,-0.5245791804118193,11,2.156589993753532
131,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,to,to,9,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
132,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,check,check,10,9.69547888880619,-0.4200540010345676,5,-0.087284028174399
133,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,on,on,11,13.632841740882444,0.7733565411889349,2,-1.2092210391383649
134,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
135,7,singular,AGREE,7,"Whenever the nurse calls, the doctor stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,patient..,patient.,13,9.092007185014316,-0.6029656401940185,8,1.0346529827895663
136,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
137,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
138,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,lecturer,lecturer,2,6.045005314036012,-1.5265087048325074,8,1.0346529827895663
139,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,"stops.,","stops,",3,8.064950891749143,-0.9142653232276292,6,0.2866949754802561
140,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,her,her,4,12.498395184344009,0.4295069822263415,3,-0.8352420354837095
141,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,audiences,audiences,5,7.749753406274437,-1.0098013497966554,9,1.4086319864442216
142,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,needs,needs,6,9.967822928041022,-0.3375068089810866,5,-0.087284028174399
143,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,several,several,7,10.579869986763343,-0.1519959887550721,7,0.6606739791349112
144,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,minutes,minutes,8,10.83881591328742,-0.0735097505825578,7,0.6606739791349112
145,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,to,to,9,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
146,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,reflect,reflect,10,8.514188682395938,-0.7781018210397705,7,0.6606739791349112
147,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,on,on,11,13.632841740882444,0.7733565411889349,2,-1.2092210391383649
148,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
149,8,plural,UNAGREE,7,"When the lecturer stops, her audiences needs several minutes to reflect on the content.",Does the lecturer stop her audiences?,Yes,No,0,Ambiguity (incorrect),7,content..,content.,13,9.263407092912876,-0.551014508254423,8,1.0346529827895663
150,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
151,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
152,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,lecturer,lecturer,2,6.045005314036012,-1.5265087048325074,8,1.0346529827895663
153,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,"stops.,","stops,",3,8.064950891749143,-0.9142653232276292,6,0.2866949754802561
154,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,her,her,4,12.498395184344009,0.4295069822263415,3,-0.8352420354837095
155,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,audience,audience,5,8.989818381366925,-0.6339389591772301,8,1.0346529827895663
156,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,needs,needs,6,9.967822928041022,-0.3375068089810866,5,-0.087284028174399
157,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,several,several,7,10.579869986763343,-0.1519959887550721,7,0.6606739791349112
158,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,minutes,minutes,8,10.83881591328742,-0.0735097505825578,7,0.6606739791349112
159,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,to,to,9,14.928149018365476,1.1659628156022577,2,-1.2092210391383649
160,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,reflect,reflect,10,8.514188682395938,-0.7781018210397705,7,0.6606739791349112
161,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,on,on,11,13.632841740882444,0.7733565411889349,2,-1.2092210391383649
162,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
163,8,singular,AGREE,7,"When the lecturer stops, her audience needs several minutes to reflect on the content.",Does the lecturer stop her audience?,Yes,No,0,Ambiguity (incorrect),7,content..,content.,13,9.263407092912876,-0.551014508254423,8,1.0346529827895663
164,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
165,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
166,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,actress,actress,2,8.33423142973486,-0.8326466751829592,7,0.6606739791349112
167,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,"begins.,","begins,",3,8.97903863296051,-0.6372062895895007,7,0.6606739791349112
168,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
169,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,scenes,scenes,5,8.319473692442186,-0.8371197298457153,6,0.2866949754802561
170,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,fails,fails,6,7.501634457883413,-1.0850059422763945,5,-0.087284028174399
171,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,dramatically,dramatically,7,8.141481041457421,-0.8910691152856459,12,2.530568997408188
172,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,despite,despite,8,9.796904067133344,-0.3893121360833358,7,0.6606739791349112
173,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
174,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,months,months,10,10.43807852985238,-0.1949728303193542,6,0.2866949754802561
175,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,she,she,11,12.514835939293029,0.4344901577718529,3,-0.8352420354837095
176,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,spent,spent,12,9.85250999777126,-0.3724580369498395,5,-0.087284028174399
177,9,plural,UNAGREE,7,"When the actress begins, the scenes fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,rehears.ing..,rehearsing.,13,4.983606621708336,-1.8482175329274693,11,2.156589993753532
178,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
179,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
180,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,actress,actress,2,8.33423142973486,-0.8326466751829592,7,0.6606739791349112
181,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,"begins.,","begins,",3,8.97903863296051,-0.6372062895895007,7,0.6606739791349112
182,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
183,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,scene,scene,5,9.279586544712997,-0.5461105334187076,5,-0.087284028174399
184,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,fails,fails,6,7.501634457883413,-1.0850059422763945,5,-0.087284028174399
185,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,dramatically,dramatically,7,8.141481041457421,-0.8910691152856459,12,2.530568997408188
186,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,despite,despite,8,9.796904067133344,-0.3893121360833358,7,0.6606739791349112
187,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
188,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,months,months,10,10.43807852985238,-0.1949728303193542,6,0.2866949754802561
189,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,she,she,11,12.514835939293029,0.4344901577718529,3,-0.8352420354837095
190,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,spent,spent,12,9.85250999777126,-0.3724580369498395,5,-0.087284028174399
191,9,singular,AGREE,7,"When the actress begins, the scene fails dramatically despite the months she spent rehearsing.",Did the actress rehearse extensively?,Yes,No,1,Main clause,7,rehears.ing..,rehearsing.,13,4.983606621708336,-1.8482175329274693,11,2.156589993753532
192,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,After,After,0,11.93786634957905,0.2596112815352022,5,-0.087284028174399
193,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
194,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,worst,worst,2,8.99850761180784,-0.6313052625631299,5,-0.087284028174399
195,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,team,team,3,10.579971672199534,-0.151965168006236,4,-0.4612630318290542
196,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,"loses.,","loses,",4,7.271703706887368,-1.1546977112418455,6,0.2866949754802561
197,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
198,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,tournaments,tournaments,6,6.587550014824796,-1.3620639762478912,11,2.156589993753532
199,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,remains,remains,7,9.438192819018129,-0.4980371383749354,7,0.6606739791349112
200,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,essentially,essentially,8,8.442900586834382,-0.7997091678793778,11,2.156589993753532
201,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
202,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,same,same,10,11.157649541945204,0.023128387163605,4,-0.4612630318290542
203,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,for,for,11,13.908199122518193,0.8568170741570548,3,-0.8352420354837095
204,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
205,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,rest,rest,13,9.919705330558962,-0.3520912022054185,4,-0.4612630318290542
206,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,of,of,14,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
207,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,the,the,15,15.687451186819413,1.396106504820095,3,-0.8352420354837095
208,10,plural,UNAGREE,8,"After the worst team loses, the tournaments remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournaments?,Yes,No,0,Both,8,year..,year.,16,11.594588397831304,0.1555640951519044,5,-0.087284028174399
209,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,After,After,0,11.93786634957905,0.2596112815352022,5,-0.087284028174399
210,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
211,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,worst,worst,2,8.99850761180784,-0.6313052625631299,5,-0.087284028174399
212,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,team,team,3,10.579971672199534,-0.151965168006236,4,-0.4612630318290542
213,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,"loses.,","loses,",4,7.271703706887368,-1.1546977112418455,6,0.2866949754802561
214,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
215,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,tournament,tournament,6,8.008698182988528,-0.9313154601303396,10,1.7826109900988767
216,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,remains,remains,7,9.438192819018129,-0.4980371383749354,7,0.6606739791349112
217,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,essentially,essentially,8,8.442900586834382,-0.7997091678793778,11,2.156589993753532
218,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
219,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,same,same,10,11.157649541945204,0.023128387163605,4,-0.4612630318290542
220,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,for,for,11,13.908199122518193,0.8568170741570548,3,-0.8352420354837095
221,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,12,15.687451186819413,1.396106504820095,3,-0.8352420354837095
222,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,rest,rest,13,9.919705330558962,-0.3520912022054185,4,-0.4612630318290542
223,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,of,of,14,14.959542893887448,1.1754782662774268,2,-1.2092210391383649
224,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,the,the,15,15.687451186819413,1.396106504820095,3,-0.8352420354837095
225,10,singular,AGREE,8,"After the worst team loses, the tournament remains essentially the same for the rest of the year.",Does the loss of the worst team matter to the tournament?,Yes,No,0,Both,8,year..,year.,16,11.594588397831304,0.1555640951519044,5,-0.087284028174399
226,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
227,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
228,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,supervisor,supervisor,2,6.799055862058796,-1.2979567762478033,10,1.7826109900988767
229,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,"works.,","works,",3,10.116823162859252,-0.2923449944096697,6,0.2866949754802561
230,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
231,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,shifts,shifts,5,7.684324067681155,-1.0296329135568405,6,0.2866949754802561
232,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,seems,seems,6,10.07828084290929,-0.3040271310778155,5,-0.087284028174399
233,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,unnecessarily,unnecessarily,7,5.666426688112432,-1.6412554884568424,13,2.9045480010628424
234,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,stressful,stressful,8,6.921658184151129,-1.2607961412789137,9,1.4086319864442216
235,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,on,on,9,13.632841740882444,0.7733565411889349,2,-1.2092210391383649
236,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,a,a,10,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
237,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,Friday,Friday,11,8.682877107057168,-0.7269725368195901,6,0.2866949754802561
238,12,plural,UNAGREE,7,"When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,night..,night.,12,10.556541639529629,-0.1590667862830888,6,0.2866949754802561
239,12,singular,AGREE,7,"When the supervisor works, the shift seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,When,When,0,12.61473928991416,0.464770758344858,4,-0.4612630318290542
240,12,singular,AGREE,7,"When the supervisor works, the shift seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
241,12,singular,AGREE,7,"When the supervisor works, the shift seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,supervisor,supervisor,2,6.799055862058796,-1.2979567762478033,10,1.7826109900988767
242,12,singular,AGREE,7,"When the supervisor works, the shift seems unnecessarily stressful on a Friday night.",Does the supervisor sometimes work on a Friday night?,Yes,No,1,Both,7,"works.,","works,",3,10.116823162859252,-0.2923449944096697,6,0.2866949754802561
